
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 34 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  14.02.2026 13:40:06.500

TimeStamp, nmot_w    , wped_w    , wdkba     , rl_w      , rlsol_w   , plsol_w   , pvdkds_w  , ps_w      , pus_w     , ldtvr_w   , ldtvm     , zwout     , dwkrz_0   , dwkrz_2   , dwkrz_3   , dwkrz_1   , lamsbg_w  , lamsoni_w , tans      , msdk_w    , mshfm_w   
   16.200, 2238.25   , 0         , 3.52941   , 14.1563   , 14.25     , 985.117   , 997.969   , 236.953   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.94445   , 5.97223   
   16.250, 2244      , 0         , 3.52941   , 14.0859   , 14.25     , 985.117   , 997.969   , 235.977   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.91667   , 5.97223   
   16.300, 2228.25   , 0         , 3.52941   , 14.0625   , 14.25     , 985.117   , 997.969   , 235.781   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.94445   , 5.94445   
   16.350, 2228.75   , 0         , 3.52941   , 14.0859   , 14.25     , 985.117   , 997.969   , 235.82    , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.94445   , 5.94445   
   16.400, 2226      , 0         , 3.52941   , 14.1094   , 14.25     , 985.117   , 997.969   , 236.172   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.91667   , 5.72223   
   16.450, 2214.5    , 0         , 3.52941   , 14.0859   , 14.25     , 985.117   , 997.969   , 235.703   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.88889   , 5.97223   
   16.500, 2217.25   , 0         , 3.52941   , 14.0156   , 14.25     , 985.117   , 997.969   , 234.727   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 5.97223   
   16.550, 2217.5    , 0         , 3.52941   , 13.9922   , 14.25     , 985.117   , 995.313   , 234.609   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.91667   , 5.66667   
   16.600, 2201.5    , 0         , 3.52941   , 14.0156   , 14.25     , 985.117   , 997.969   , 234.688   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.91667   , 6.13889   
   16.650, 2201      , 0         , 3.52941   , 14.0859   , 14.25     , 985.117   , 997.969   , 235.391   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.88889   , 6.11112   
   16.700, 2207      , 0         , 3.52941   , 14.1094   , 14.25     , 985.117   , 997.969   , 235.781   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 5.94445   
   16.750, 2193.75   , 0         , 3.52941   , 14.1094   , 14.25     , 985.117   , 995.313   , 236.406   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.91667   , 5.91667   
   16.800, 2188      , 0         , 3.52941   , 14.0391   , 14.25     , 985.117   , 997.969   , 235.195   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.91667   , 6.05556   
   16.850, 2191.25   , 0         , 3.52941   , 14.1094   , 14.25     , 985.117   , 997.969   , 235.977   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 6         
   16.900, 2182      , 0         , 3.52941   , 14.1094   , 14.25     , 985.117   , 997.969   , 236.055   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 5.80556   
   16.950, 2178.5    , 0         , 3.52941   , 14.1797   , 14.25     , 985.117   , 997.969   , 236.797   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 6.02778   
   17.000, 2174.5    , 0         , 3.52941   , 14.2969   , 14.25     , 985.117   , 997.969   , 238.359   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 6.16667   
   17.050, 2164      , 0         , 3.52941   , 14.3203   , 14.25     , 985.117   , 997.969   , 238.516   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.83334   , 5.83334   
   17.100, 2158.25   , 0         , 3.52941   , 14.2031   , 14.25     , 985.117   , 997.969   , 236.68    , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.86112   , 5.66667   
   17.150, 2164      , 0         , 3.52941   , 14.1797   , 14.25     , 985.117   , 995.313   , 236.367   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.77778   , 5.69445   
   17.200, 2153.25   , 0         , 3.52941   , 14.2266   , 14.25     , 985.117   , 995.313   , 236.992   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.75      , 5.83334   
   17.250, 2148.75   , 0         , 3.52941   , 14.1797   , 14.25     , 985.117   , 995.313   , 236.367   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18        , 5.80556   , 5.91667   
   17.300, 2151.5    , 0         , 3.52941   , 14.2969   , 14.25     , 985.117   , 995.313   , 237.773   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.75      , 6         
   17.350, 2140.25   , 0         , 3.52941   , 14.2266   , 14.25     , 985.117   , 997.969   , 237.5     , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.75      , 6.08334   
   17.400, 2133.25   , 0         , 3.52941   , 14.3672   , 14.25     , 985.117   , 995.313   , 239.102   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.75      , 5.80556   
   17.450, 2137.5    , 0         , 3.52941   , 14.2969   , 14.25     , 985.117   , 995.313   , 238.242   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.75      , 5.55556   
   17.500, 2126.25   , 0         , 3.13726   , 14.25     , 14.25     , 985.117   , 995.313   , 237.422   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.72223   , 5.75      
   17.550, 2116.75   , 0         , 3.13726   , 14.0625   , 14.25     , 985.117   , 997.969   , 234.844   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.63889   , 5.63889   
   17.600, 2124.25   , 0         , 3.13726   , 14.0859   , 14.25     , 985.117   , 995.313   , 235.117   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.63889   , 5.77778   
   17.650, 2115      , 0         , 3.13726   , 14.0859   , 14.25     , 985.117   , 995.313   , 235.156   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.63889   , 5.69445   
   17.700, 2109      , 0         , 3.13726   , 14.1094   , 14.25     , 985.117   , 995.313   , 235.273   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.66667   , 5.75      
   17.750, 2111.75   , 0         , 3.13726   , 14.0859   , 14.25     , 985.117   , 995.313   , 234.727   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.66667   , 5.61112   
   17.800, 2107      , 0         , 3.13726   , 14.0625   , 14.25     , 985.117   , 995.313   , 234.648   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.63889   , 5.47223   
   17.850, 2090.25   , 0         , 3.13726   , 14.1563   , 14.25     , 985.117   , 995.313   , 235.625   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.66667   , 5.69445   
   17.900, 2096      , 0         , 3.13726   , 14.1094   , 14.25     , 985.117   , 995.313   , 234.961   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.63889   , 5.61112   
   17.950, 2093.75   , 0         , 3.13726   , 13.9688   , 14.25     , 985.117   , 992.656   , 233.164   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.55556   , 5.41667   
   18.000, 2078.5    , 0         , 3.13726   , 14.0156   , 14.25     , 985.117   , 995.313   , 233.438   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.55556   , 5.75      
   18.050, 2083.25   , 0         , 3.13726   , 13.9922   , 14.25     , 985.117   , 995.313   , 233.164   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.55556   , 5.55556   
   18.100, 2082.25   , 0         , 3.13726   , 13.9453   , 14.25     , 985.117   , 995.313   , 232.383   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.55556   , 5.44445   
   18.150, 2062.5    , 0         , 3.13726   , 14.0625   , 14.25     , 985.117   , 995.313   , 233.711   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.55556   , 5.72223   
   18.200, 2067.25   , 0         , 3.13726   , 14.0859   , 14.25     , 985.117   , 992.656   , 233.867   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.58334   , 5.27778   
   18.250, 2072      , 0         , 3.13726   , 14.1094   , 14.25     , 985.117   , 995.313   , 234.453   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.52778   , 5.69445   
   18.300, 2051.5    , 0         , 3.13726   , 13.9922   , 14.25     , 985.117   , 995.313   , 232.656   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.52778   , 5.52778   
   18.350, 2050.5    , 0         , 3.13726   , 13.9922   , 14.25     , 985.117   , 995.313   , 232.93    , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.52778   , 5.63889   
   18.400, 2056.75   , 0         , 3.13726   , 13.9219   , 14.25     , 985.117   , 995.313   , 232.148   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.47223   , 5.52778   
   18.450, 2043.25   , 0.538643  , 3.13726   , 14.0391   , 14.25     , 985.117   , 995.313   , 233.633   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1.04688   , 5.00001   , 18.75     , 5.44445   , 5.5       
   18.500, 2036.75   , 4.67536   , 3.13726   , 14.1094   , 14.25     , 985.117   , 995.313   , 234.336   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 1         , 5.00001   , 18.75     , 5.44445   , 5.44445   
   18.550, 2072.5    , 8.09337   , 3.13726   , 14.0625   , 14.25     , 985.117   , 992.656   , 233.789   , 985.117   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 0.953371  , 5.00001   , 18.75     , 5.44445   , 5.27778   
   18.600, 2050.25   , 8.09337   , 3.13726   , 13.8047   , 14.25     , 985.117   , 995.313   , 230.82    , 985.078   , 0         , 0         , 5.25      , 0         , 0         , 0         , 0         , 0.953371  , 5.00001   , 19.5      , 5.44445   , 5         
   18.650, 1999      , 9.17218   , 3.13726   , 13.8516   , 14.25     , 985.078   , 995.313   , 230.742   , 985.078   , 0         , 0         , 27        , 0         , 0         , 0         , 0         , 0.953371  , 5.00001   , 19.5      , 5.44445   , 5.36112   
   18.700, 2004.75   , 10.251    , 3.13726   , 13.9219   , 13.7344   , 985.078   , 992.656   , 231.211   , 985.078   , 0         , 0         , 9         , 0         , 0         , 0         , 0         , 0.953371  , 3.67432   , 19.5      , 5.41667   , 5.25      
   18.750, 2034.25   , 20.6836   , 3.13726   , 13.8047   , 24.2344   , 985.078   , 992.656   , 230.117   , 985.078   , 0         , 0         , 2.25      , 0         , 0         , 0         , 0         , 0.953371  , 2.02661   , 19.5      , 5.33334   , 5.19445   
   18.800, 2026.5    , 29.6757   , 6.27451   , 15.6797   , 36.1875   , 985.078   , 990.039   , 255.547   , 985.078   , 0         , 0         , 11.25     , 0         , 0         , 0         , 0         , 0.953371  , 1.39624   , 19.5      , 10.1945   , 9.50001   
   18.850, 2035.75   , 46.9428   , 8.62745   , 20.1328   , 48.2344   , 985.078   , 987.383   , 315.156   , 985.078   , 0         , 0         , 15.75     , 0         , 0         , 0         , 0         , 0.953859  , 1.15088   , 19.5      , 13.0556   , 13.2778   
   18.900, 2055      , 77.5188   , 11.3726   , 27.7969   , 63.0938   , 985.078   , 979.453   , 418.711   , 985.078   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0.953859  , 1.04199   , 19.5      , 18.6111   , 17.8611   
   18.950, 2049.25   , 99.9999   , 15.6863   , 37.125    , 82.4531   , 1215.35   , 971.523   , 544.336   , 985.078   , 50        , 50        , 13.5      , 0         , 0         , 0         , 0         , 0.95508   , 0.898927  , 19.5      , 26.3334   , 24.9722   
   19.000, 2092      , 99.9999   , 19.2157   , 51.6563   , 82.875    , 1222.27   , 968.906   , 740.82    , 985.078   , 75.715    , 75.7813   , 9         , 0         , 0         , 0         , 0         , 0.95508   , 0.740968  , 19.5      , 30.8611   , 31.3056   
   19.050, 2076.75   , 99.9999   , 19.2157   , 57.6094   , 83.8594   , 1233.55   , 974.18    , 819.414   , 985.078   , 81.59     , 81.6406   , 22.5      , 0         , 0         , 0         , 0         , 1         , 0.729982  , 19.5      , 27.25     , 27.9167   
   19.100, 2019.5    , 99.9999   , 20.3922   , 60.6328   , 85.6641   , 1257.46   , 976.836   , 858.594   , 985.078   , 85.635    , 85.5469   , 20.25     , 0         , 0         , 0         , 0         , 1         , 0.729982  , 19.5      , 27.2778   , 26.6945   
   19.150, 2038      , 99.9999   , 21.1765   , 63.9609   , 85.6172   , 1255      , 982.109   , 902.5     , 985.078   , 88.625    , 88.6719   , 18.75     , 0         , 0         , 0         , 0         , 1         , 0.729982  , 19.5      , 26.6945   , 27.1945   
   19.200, 2063.75   , 99.9999   , 21.9608   , 65.6719   , 84.7969   , 1244.57   , 984.727   , 926.797   , 985.078   , 90.605    , 90.625    , 16.5      , 0         , 0         , 0         , 0         , 1         , 0.752687  , 19.5      , 26.5      , 28.0556   
   19.250, 2048.75   , 99.9999   , 22.7451   , 67.2891   , 82.9922   , 1217.34   , 984.727   , 946.289   , 985.078   , 80.245    , 80.0781   , 19.5      , 0         , 0         , 0         , 0         , 0.948732  , 0.824708  , 19.5      , 28.6111   , 28.0278   
   19.300, 2055.75   , 99.9999   , 23.9216   , 68.8125   , 83.2266   , 1219.73   , 990.039   , 965.82    , 985.078   , 75.215    , 75        , 18.75     , 0         , 0         , 0         , 0         , 0.948732  , 0.839601  , 19.5      , 27.7778   , 28.8056   
   19.350, 2076.75   , 99.9999   , 24.7059   , 69.6328   , 83.25     , 1220.2    , 995.313   , 977.07    , 985.078   , 71.305    , 71.0938   , 11.25     , 0         , 0         , 0         , 0         , 0.942384  , 0.836671  , 19.5      , 27.9167   , 29.1111   
   19.400, 2078      , 99.9999   , 25.8824   , 70.7813   , 82.8516   , 1214.1    , 997.969   , 991.992   , 985.078   , 71.94     , 71.875    , 12.75     , 0         , 0         , 0         , 0         , 0.942384  , 0.832033  , 19.5      , 28.0278   , 30.0556   
   19.450, 2085.75   , 99.9999   , 25.8824   , 71.4844   , 83.4375   , 1218.71   , 1003.24   , 998.789   , 985.078   , 69.51     , 69.5313   , 11.25     , 0         , 0         , 0         , 0         , 0.936769  , 0.833986  , 19.5      , 27.3056   , 29.5278   
   19.500, 2093.5    , 99.9999   , 27.0588   , 72.6797   , 83.8125   , 1223.44   , 1005.86   , 1013.98   , 985.078   , 69.02     , 68.75     , 14.25     , 0         , 0         , 0         , 0         , 0.936769  , 0.82837   , 19.5      , 30.3056   , 30.5      
   19.550, 2108.5    , 99.9999   , 27.0588   , 72.9609   , 83.7422   , 1221.88   , 1011.17   , 1017.58   , 985.078   , 71.87     , 71.875    , 12        , 0         , 0         , 0         , 0         , 0.931642  , 0.817384  , 19.5      , 29.5556   , 30.6945   
   19.600, 2114.25   , 99.9999   , 27.8431   , 73.4531   , 84.4219   , 1230.9    , 1016.45   , 1023.4    , 985.078   , 69.72     , 69.5313   , 14.25     , 0         , 0         , 0         , 0         , 0.931642  , 0.814699  , 19.5      , 31        , 30.9167   
   19.650, 2122.75   , 99.9999   , 27.8431   , 73.8281   , 84.3516   , 1226.25   , 1021.72   , 1025.51   , 985.078   , 72.57     , 72.2656   , 14.25     , 0         , 0         , 0         , 0         , 0.927736  , 0.813722  , 19.5      , 31.0834   , 30.4722   
   19.700, 2132      , 99.9999   , 27.451    , 73.9453   , 85.1484   , 1236.84   , 1024.38   , 1026.48   , 985.078   , 67.855    , 67.5781   , 18.75     , 0         , 0         , 0         , 0         , 0.927736  , 0.822023  , 19.5      , 30.8889   , 31.0556   
   19.750, 2138.25   , 99.9999   , 27.8431   , 74.4141   , 84.7031   , 1230.27   , 1026.99   , 1032.5    , 985.078   , 70        , 69.9219   , 18        , 0         , 0         , 0         , 0         , 0.924074  , 0.82837   , 19.5      , 31.4167   , 31.5556   
   19.800, 2146.75   , 99.9999   , 27.8431   , 74.5078   , 84.8906   , 1232.38   , 1032.3    , 1033.48   , 985.078   , 68.345    , 68.3594   , 18.75     , 0         , 0         , 0         , 0         , 0.924074  , 0.829347  , 19.5      , 31.5      , 31.3889   
   19.850, 2162.25   , 99.9999   , 27.8431   , 74.9297   , 85.125    , 1235.59   , 1037.58   , 1038.83   , 985.078   , 67.855    , 67.5781   , 18.75     , 0         , 0         , 0         , 0         , 0.921144  , 0.829347  , 19.5      , 31.4445   , 32.1945   
   19.900, 2162.25   , 99.9999   , 27.8431   , 75        , 85.3125   , 1238.05   , 1040.23   , 1039.77   , 985.078   , 65.495    , 65.2344   , 18.75     , 0         , 0         , 0         , 0         , 0.921144  , 0.843263  , 19.5      , 31.5278   , 31.6111   
   19.950, 2173.5    , 99.9999   , 28.6275   , 75.7266   , 85.5703   , 1238.24   , 1042.85   , 1046.29   , 985.078   , 65.705    , 65.625    , 18        , 0         , 0         , 0         , 0         , 0.918214  , 0.853273  , 19.5      , 32.3889   , 32        
   20.000, 2184.5    , 99.9999   , 28.2353   , 75.8906   , 86.1094   , 1245.55   , 1048.13   , 1048.59   , 985.078   , 65.915    , 65.625    , 18        , 0         , 0         , 0         , 0         , 0.918214  , 0.867921  , 19.5      , 32.4722   , 32.75     
   20.050, 2195.25   , 99.9999   , 28.2353   , 76.3828   , 85.9453   , 1243.13   , 1050.78   , 1054.88   , 985.078   , 65.915    , 65.625    , 18        , 0         , 0         , 0         , 0         , 0.916017  , 0.869874  , 19.5      , 32.4167   , 33.0834   
   20.100, 2210      , 99.9999   , 28.2353   , 76.3359   , 86.2969   , 1247.77   , 1053.44   , 1054.02   , 985.078   , 66.55     , 66.4063   , 18.75     , 0         , 0         , 0         , 0         , 0.916017  , 0.879152  , 18.75     , 32.2778   , 32.5834   
   20.150, 2221      , 99.9999   , 29.0196   , 76.2422   , 86.5781   , 1251.52   , 1061.37   , 1052.81   , 985.078   , 66.34     , 66.4063   , 18.75     , 0         , 0         , 0         , 0         , 0.914064  , 0.891115  , 18.75     , 33.2778   , 32.8889   
   20.200, 2226.75   , 99.9999   , 28.2353   , 76.3828   , 86.7656   , 1253.79   , 1063.98   , 1054.8    , 985.078   , 66.69     , 66.4063   , 18.75     , 0         , 0         , 0         , 0         , 0.914064  , 0.898927  , 18.75     , 32.9167   , 33.4445   
   20.250, 2233.75   , 99.9999   , 28.2353   , 76.875    , 87.1406   , 1255.7    , 1066.64   , 1058.36   , 985.078   , 67.04     , 66.7969   , 18.75     , 0         , 0         , 0         , 0         , 0.913087  , 0.907716  , 18.75     , 32.9722   , 32.8889   
   20.300, 2254.25   , 99.9999   , 28.6275   , 77.3203   , 87.5859   , 1261.8    , 1069.26   , 1064.22   , 985.078   , 67.18     , 67.1875   , 18.75     , 0         , 0         , 0         , 0         , 0.913087  , 0.911134  , 18.75     , 33.7778   , 33.3889   
   20.350, 2261.25   , 99.9999   , 29.4118   , 77.6719   , 87.4219   , 1259.49   , 1074.57   , 1069.1    , 985.078   , 67.32     , 67.1875   , 19.5      , 0         , 0         , 0         , 0         , 0.911867  , 0.917726  , 18.75     , 34.25     , 34.5278   
   20.400, 2270.25   , 99.9999   , 29.4118   , 78.0469   , 87.7969   , 1264.61   , 1077.19   , 1074.06   , 985.078   , 65.315    , 65.2344   , 18.75     , 0         , 0         , 0         , 0         , 0.911867  , 0.914308  , 18.75     , 34.3889   , 34.4167   
   20.450, 2281.25   , 99.9999   , 29.4118   , 78.1406   , 88.2188   , 1270.12   , 1082.5    , 1075      , 985.078   , 67.675    , 67.5781   , 18.75     , 0         , 0         , 0         , 0         , 0.910646  , 0.911134  , 18.75     , 34.4167   , 34.5      
   20.500, 2287.25   , 99.9999   , 29.4118   , 78.7734   , 88.4531   , 1273.09   , 1085.12   , 1083.2    , 985.078   , 60.87     , 60.9375   , 18        , 0         , 0         , 0         , 0         , 0.910646  , 0.908937  , 18.75     , 35.0834   , 35        
   20.550, 2298.75   , 99.9999   , 29.8039   , 79.2422   , 89.0859   , 1281.21   , 1087.77   , 1089.26   , 985.078   , 64.11     , 64.0625   , 18.75     , 0         , 0         , 0         , 0         , 0.909181  , 0.909914  , 18.75     , 35.1667   , 35.3889   
   20.600, 2312      , 99.9999   , 29.8039   , 79.5      , 88.8984   , 1278.87   , 1090.39   , 1092.62   , 985.078   , 61.995    , 61.7188   , 18        , 0         , 0         , 0         , 0         , 0.909181  , 0.907716  , 18.75     , 35.2223   , 36        
   20.650, 2325      , 99.9999   , 29.8039   , 80.0625   , 89.6484   , 1285.51   , 1093.05   , 1097.19   , 985.078   , 64.46     , 64.4531   , 18.75     , 0         , 0         , 0         , 0         , 0.90796   , 0.909914  , 18.75     , 35.4167   , 35.6111   
   20.700, 2325.25   , 99.9999   , 30.1961   , 80.1563   , 89.8359   , 1287.81   , 1095.7    , 1098.28   , 985.078   , 60.05     , 59.7656   , 19.5      , 0         , 0         , 0         , 0         , 0.90796   , 0.908937  , 18.75     , 36.2223   , 35.6667   
   20.750, 2336.75   , 99.9999   , 30.5882   , 81.0234   , 89.8594   , 1287.97   , 1098.32   , 1109.38   , 985.078   , 60.12     , 60.1563   , 18.75     , 0         , 0         , 0         , 0         , 0.90674   , 0.907716  , 18.75     , 36.3056   , 37.4167   
   20.800, 2350.25   , 99.9999   , 30.5882   , 81.3516   , 90.4922   , 1296.29   , 1100.98   , 1113.52   , 985.078   , 60.26     , 60.1563   , 18.75     , 0         , 0         , 0         , 0         , 0.90674   , 0.90674   , 18.75     , 36.4723   , 37.4445   
   20.850, 2358.25   , 99.9999   , 30.5882   , 81.6797   , 90.6797   , 1298.32   , 1103.63   , 1117.3    , 985.078   , 60.75     , 60.5469   , 19.5      , 0         , 0         , 0         , 0         , 0.905763  , 0.904542  , 18.75     , 36.5278   , 37.5834   
   20.900, 2371.5    , 99.9999   , 30.5882   , 82.0078   , 91.0547   , 1302.89   , 1108.91   , 1121.41   , 985.078   , 56.21     , 56.25     , 19.5      , 0         , 0         , 0         , 0         , 0.905763  , 0.900148  , 18        , 37.5      , 37.6389   
   20.950, 2378      , 99.9999   , 31.3726   , 82.8281   , 90.8203   , 1296.41   , 1111.52   , 1128.79   , 985.078   , 56.35     , 56.25     , 18.75     , 0         , 0         , 0         , 0         , 0.904542  , 0.89673   , 18        , 37.6389   , 38.1111   
   21.000, 2388      , 99.9999   , 31.3726   , 83.25     , 91.7813   , 1308.16   , 1114.18   , 1133.87   , 985.078   , 58.64     , 58.5938   , 18.75     , 0         , 0         , 0         , 0         , 0.904542  , 0.898927  , 18        , 37.8334   , 38.4723   
   21.050, 2406.5    , 99.9999   , 31.3726   , 83.7422   , 91.3594   , 1300.82   , 1116.84   , 1139.53   , 985.078   , 55.11     , 55.0781   , 19.5      , 0         , 0         , 0         , 0         , 0.903322  , 0.89673   , 18        , 37.9723   , 40.0556   
   21.100, 2415.25   , 99.9999   , 32.1569   , 83.7422   , 91.5938   , 1304.69   , 1119.45   , 1139.34   , 985.078   , 51.57     , 51.5625   , 19.5      , 0         , 0         , 0         , 0         , 0.903322  , 0.907716  , 18        , 38.8889   , 39.4445   
   21.150, 2422.25   , 99.9999   , 32.549    , 84.2344   , 91.8984   , 1307.89   , 1122.11   , 1145.12   , 985.078   , 51.15     , 51.1719   , 19.5      , 0         , 0         , 0         , 0         , 0.902345  , 0.904542  , 18        , 39        , 39.75     
   21.200, 2432.75   , 99.9999   , 32.549    , 84.3516   , 92.3203   , 1312.66   , 1124.77   , 1146.25   , 985.078   , 48.86     , 48.8281   , 19.5      , 0         , 0         , 0         , 0         , 0.902345  , 0.904542  , 18        , 39.2223   , 39.5278   
   21.250, 2436.5    , 99.9999   , 32.549    , 84.6094   , 93        , 1320.51   , 1127.38   , 1149.02   , 985.078   , 52.76     , 52.7344   , 19.5      , 0         , 0         , 0         , 0         , 0.901124  , 0.908937  , 18        , 39.3056   , 40.1667   
   21.300, 2459      , 99.9999   , 33.3333   , 84.7031   , 93.2813   , 1322.42   , 1130.04   , 1149.96   , 985.078   , 47.24     , 47.2656   , 19.5      , 0         , 0         , 0         , 0         , 0.901124  , 0.909914  , 18        , 40.3334   , 39.8334   
   21.350, 2464.25   , 99.9999   , 34.1177   , 85.5234   , 93.4453   , 1323.87   , 1132.66   , 1160.16   , 985.078   , 47.805    , 47.6563   , 19.5      , 0         , 0         , 0         , 0         , 0.900148  , 0.909914  , 18        , 40.6389   , 40.1667   
   21.400, 2477.25   , 99.9999   , 34.902    , 86.5313   , 93.6328   , 1325.35   , 1135.31   , 1172.46   , 985.078   , 48.015    , 48.0469   , 18.75     , 0         , 0         , 0         , 0         , 0.900148  , 0.912111  , 18        , 40.6111   , 42.4445   
