
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 42 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  07.02.2026 20:17:52.471

TimeStamp, fr_w      , fra_w     , lamsbg_w  , lamsoni_w , ldtvm     , msdk_w    , mshfm_w   , nmot_w    , plsol_w   , ps_w      , pus_w     , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
  187.850, 1.08743   , 0.821351  , 0.874513  , 0.867189  , 1.17188   , 141.306   , 149.861   , 4406.5    , 1730.9    , 1992.85   , 985.078   , 1690.04   , 0         , 174.188   , 166.828   , 157.008   , 150.188   , 765       , 11.868    , 89.125    , 100       , 99.9999   , 9         
  187.900, 1.08637   , 0.821595  , 0.872804  , 0.868898  , 1.17188   , 142.583   , 150.695   , 4431.25   , 1728.24   , 2018.36   , 985.078   , 1705.9    , 0         , 176.742   , 167.18    , 157.406   , 150.117   , 765       , 12.052    , 89.4688   , 100       , 99.9999   , 9.75      
  187.950, 1.08432   , 0.821808  , 0.872804  , 0.861574  , 1.17188   , 142.611   , 153.75    , 4444.25   , 1727.46   , 2031.72   , 985.078   , 1708.55   , 0         , 178.008   , 167.438   , 157.57    , 150.07    , 775       , 12.14     , 89.9766   , 100       , 99.9999   , 11.25     
  188.000, 1.08225   , 0.821961  , 0.871095  , 0.864259  , 1.17188   , 143.861   , 151.083   , 4464.25   , 1725.55   , 2037.15   , 985.078   , 1734.96   , 0         , 178.664   , 167.742   , 157.875   , 150.023   , 775       , 12.212    , 90.3203   , 100       , 99.9999   , 11.25     
  188.050, 1.08258   , 0.822175  , 0.871095  , 0.867189  , 1.17188   , 146.5     , 157.528   , 4495.5    , 1723.75   , 2061.25   , 985.078   , 1705.9    , 0         , 181.055   , 168.094   , 158.25    , 150       , 775       , 12.36     , 90.8359   , 100       , 99.9999   , 11.25     
  188.100, 1.07953   , 0.822419  , 0.869386  , 0.856935  , 1.17188   , 175.806   , 156.139   , 4512.5    , 1716.84   , 2051.17   , 985.078   , 1753.44   , 0         , 180.82    , 168.961   , 158.93    , 149.93    , 775       , 12.4      , 91.1641   , 100       , 99.9999   , 11.25     
  188.150, 1.07523   , 0.822602  , 0.869386  , 0.855958  , 1.17188   , 146.528   , 160.556   , 4527.5    , 1716.64   , 2076.76   , 985.078   , 1732.3    , 0         , 183.164   , 169.031   , 159.281   , 149.906   , 780       , 12.496    , 91.6875   , 100       , 99.9999   , 11.25     
  188.200, 1.073     , 0.822693  , 0.867677  , 0.85962   , 1.17188   , 161.139   , 160.639   , 4550.75   , 1706.25   , 2083.75   , 985.078   , 1742.89   , 0         , 183.984   , 169.594   , 160.313   , 149.086   , 780       , 12.548    , 92.0469   , 100       , 99.9999   , 11.25     
  188.250, 1.07184   , 0.822877  , 0.867677  , 0.858888  , 1.17188   , 147.778   , 158.528   , 4576.5    , 1704.22   , 2079.92   , 985.078   , 1745.51   , 0         , 183.867   , 170.766   , 161.602   , 149.086   , 780       , 12.528    , 92.5625   , 100       , 99.9999   , 11.25     
  188.300, 1.07034   , 0.82306   , 0.866212  , 0.85962   , 1.17188   , 194.111   , 164.25    , 4603.25   , 1703.32   , 2093.16   , 985.078   , 1740.23   , 0         , 185.18    , 171.961   , 162.281   , 149.063   , 780       , 12.64     , 92.9219   , 97.2549   , 99.9999   , 11.25     
  188.350, 1.06799   , 0.823029  , 0.866212  , 0.855226  , 1.17188   , 182.472   , 163.445   , 4621.75   , 1695.16   , 2091.8    , 985.078   , 1745.51   , 0         , 185.016   , 172.617   , 162.609   , 148.289   , 785       , 12.576    , 93.4531   , 98.0392   , 99.9999   , 12        
  188.400, 1.06702   , 0.823395  , 0.864747  , 0.860597  , 1.17188   , 148.889   , 166.361   , 4639.5    , 1709.38   , 2126.33   , 985.078   , 1729.69   , 0         , 188.484   , 173.25    , 163.969   , 149.813   , 785       , 12.856    , 93.7969   , 99.2157   , 99.9999   , 9.75      
  188.450, 1.06555   , 0.823762  , 0.864747  , 0.855958  , 1.17188   , 180.972   , 169.25    , 4665.5    , 1708.16   , 2146.37   , 985.078   , 1732.3    , 0         , 190.43    , 174.492   , 164.648   , 149.766   , 785       , 13.02     , 94.3281   , 100       , 99.9999   , 9.75      
  188.500, 1.06146   , 0.82364   , 0.863283  , 0.847658  , 1.17188   , 169.389   , 169.611   , 4679.25   , 1707.34   , 2124.26   , 985.078   , 1764.02   , 0         , 188.555   , 175.313   , 165.633   , 149.813   , 785       , 12.816    , 94.7031   , 99.6079   , 99.9999   , 12        
  188.550, 1.05536   , 0.824067  , 0.863283  , 0.845949  , 1.17188   , 151.639   , 174       , 4702.75   , 1705.86   , 2154.92   , 985.078   , 1753.44   , 0         , 191.625   , 176.414   , 166.945   , 149.859   , 790       , 13.04     , 95.25     , 99.6079   , 99.9999   , 12        
  188.600, 1.05301   , 0.824128  , 0.861818  , 0.854249  , 1.17188   , 189.333   , 177.667   , 4731      , 1704.49   , 2148.05   , 985.078   , 1790.43   , 0         , 191.086   , 177.68    , 167.625   , 149.789   , 790       , 12.996    , 95.6016   , 100       , 99.9999   , 12        
  188.650, 1.04895   , 0.824372  , 0.861818  , 0.843995  , 1.17188   , 170.806   , 175.695   , 4751.25   , 1704.34   , 2163.52   , 985.078   , 1750.82   , 0         , 192.656   , 178.453   , 168.539   , 149.883   , 790       , 13.052    , 96.1484   , 100       , 99.9999   , 12        
  188.700, 1.04034   , 0.824494  , 0.860353  , 0.826661  , 1.17188   , 176.778   , 177.389   , 4775.5    , 1702.81   , 2166.17   , 985.078   , 1803.63   , 0         , 192.984   , 179.391   , 169.313   , 149.813   , 790       , 13.032    , 96.5234   , 98.4314   , 99.9999   , 12.75     
  188.750, 1.03391   , 0.824616  , 0.860353  , 0.84131   , 1.17188   , 162.639   , 178.695   , 4797.5    , 1694.34   , 2166.76   , 985.078   , 1793.09   , 0         , 193.266   , 180.328   , 170.508   , 149.18    , 795       , 12.944    , 97.0703   , 99.6079   , 99.9999   , 12.75     
  188.800, 1.03574   , 0.824769  , 0.858888  , 0.858888  , 1.17188   , 192.583   , 175.583   , 4820      , 1692.89   , 2165.78   , 985.078   , 1795.7    , 0         , 193.266   , 181.477   , 171.211   , 149.109   , 795       , 13.016    , 97.4453   , 99.6079   , 99.9999   , 12.75     
  188.850, 1.03714   , 0.824677  , 0.858888  , 0.85132   , 1.17188   , 187.083   , 179.222   , 4847.25   , 1692.07   , 2151.64   , 985.078   , 1803.63   , 0         , 192.164   , 182.367   , 172.477   , 149.203   , 795       , 12.928    , 98.0234   , 99.2157   , 99.9999   , 12        
  188.900, 1.03586   , 0.824982  , 0.857667  , 0.85132   , 1.17188   , 173.417   , 185.5     , 4857.5    , 1691.25   , 2190.08   , 985.078   , 1814.22   , 0         , 195.727   , 183.445   , 172.641   , 149.086   , 795       , 13.196    , 98.3984   , 100       , 99.9999   , 12.75     
  188.950, 1.03656   , 0.825226  , 0.857667  , 0.854249  , 1.17188   , 186.028   , 182.611   , 4881      , 1690.16   , 2185.78   , 985.078   , 1814.22   , 0         , 195.586   , 183.914   , 174.023   , 149.18    , 800       , 13.236    , 98.9453   , 100       , 99.9999   , 12.75     
  189.000, 1.03503   , 0.825226  , 0.856202  , 0.845949  , 1.17188   , 196.778   , 185.5     , 4904.25   , 1689.61   , 2197.42   , 985.078   , 1801.02   , 0         , 196.664   , 185.156   , 174.563   , 149.133   , 800       , 13.3      , 99.3125   , 100       , 99.9999   , 12.75     
  189.050, 1.03256   , 0.825806  , 0.856202  , 0.848634  , 1.17188   , 181.278   , 191.583   , 4921.25   , 1688.16   , 2244.22   , 985.078   , 1793.09   , 0         , 201.305   , 185.953   , 175.57    , 149.18    , 800       , 13.576    , 99.8672   , 100       , 99.9999   , 12.75     
  189.100, 1.0304    , 0.825959  , 0.854982  , 0.843995  , 1.17188   , 201.556   , 193.639   , 4952.75   , 1682.38   , 2164.38   , 985.078   , 1803.63   , 0         , 194.602   , 187.5     , 177       , 149.227   , 800       , 13.156    , 100.227   , 100       , 99.9999   , 10.5      
  189.150, 1.02637   , 0.82428   , 0.854982  , 0.839601  , 1.17188   , 173.139   , 191.75    , 4985      , 1680.7    , 2036.95   , 985.078   , 1808.91   , 0         , 182.672   , 188.391   , 177.797   , 149.133   , 805       , 12.06     , 100.797   , 100       , 99.9999   , 9.75      
  189.200, 1.03626   , 0.823517  , 0.853517  , 0.888917  , 1.17188   , 159.945   , 196.361   , 4987.5    , 1680.59   , 1939.3    , 985.078   , 1843.28   , 0         , 173.367   , 189.023   , 177.82    , 149.039   , 805       , 11.52     , 101.188   , 100       , 99.9999   , 12.75     
  189.250, 1.07114   , 0.823029  , 0.853517  , 0.949953  , 1.17188   , 156.195   , 199.445   , 5028.25   , 1660.35   , 1877.62   , 985.078   , 1853.83   , 0         , 168.211   , 189.984   , 179.203   , 147.68    , 805       , 11.464    , 101.734   , 100       , 99.9999   , 11.25     
  189.300, 1.12018   , 0.822602  , 0.852052  , 0.978517  , 1.17188   , 153.278   , 203.667   , 5037.75   , 1659.69   , 1821.37   , 985.078   , 1837.97   , 0         , 162.891   , 190.57    , 179.25    , 147.609   , 805       , 11.48     , 102.086   , 100       , 99.9999   , 13.5      
  189.350, 1.16983   , 0.822266  , 0.852052  , 0.989992  , 1.17188   , 152.611   , 201.417   , 5065      , 1656.33   , 1787.3    , 985.078   , 1872.3    , 0         , 159.984   , 191.109   , 179.625   , 147.586   , 810       , 11.644    , 102.641   , 99.6079   , 99.9999   , 11.25     
  189.400, 1.21359   , 0.822266  , 0.850831  , 0.983644  , 1.17188   , 153.195   , 200.278   , 5081.25   , 1669.45   , 1779.57   , 985.078   , 1835.35   , 0         , 159.398   , 191.203   , 179.859   , 148.969   , 810       , 12.004    , 103.016   , 100       , 99.9999   , 12.75     
  189.450, 1.25      , 0.822236  , 0.850831  , 0.972414  , 1.17188   , 158.639   , 207.667   , 5115.75   , 1666.88   , 1775.47   , 985.078   , 1864.41   , 0         , 159.188   , 191.508   , 180.258   , 148.875   , 810       , 12.264    , 103.563   , 100       , 99.9999   , 11.25     
  189.500, 1.25      , 0.822419  , 0.849367  , 0.954835  , 1.17188   , 158.195   , 205.945   , 5127.25   , 1660.63   , 1800.74   , 985.078   , 1872.3    , 0         , 162.023   , 192.258   , 180.539   , 148.664   , 810       , 12.52     , 103.914   , 100       , 99.9999   , 12.75     
  189.550, 1.25      , 0.82251   , 0.849367  , 0.928712  , 1.17188   , 153.5     , 208.528   , 5146.5    , 1658.28   , 1771.68   , 985.078   , 1867.03   , 0         , 159.516   , 192.328   , 180.727   , 148.688   , 815       , 12.316    , 104.477   , 100       , 99.9999   , 12.75     
  189.600, 1.25      , 0.82251   , 0.847169  , 0.93213   , 1.17188   , 156.306   , 210.278   , 5186.5    , 1655.16   , 1799.49   , 985.078   , 1880.23   , 0         , 162.328   , 192.375   , 181.266   , 148.523   , 815       , 12.548    , 104.852   , 100       , 99.9999   , 10.5      
  189.650, 1.25      , 0.822724  , 0.847169  , 0.937501  , 1.17188   , 158.695   , 211.472   , 5198.25   , 1651.52   , 1782.46   , 985.078   , 1874.96   , 0         , 160.969   , 193.148   , 181.453   , 148.43    , 815       , 12.488    , 105.414   , 100       , 99.9999   , 12.75     
  189.700, 1.25      , 0.822999  , 0.833986  , 0.928712  , 1.17188   , 157.833   , 217.778   , 5214.5    , 1664.92   , 1777.62   , 985.078   , 1885.55   , 0         , 160.711   , 193.242   , 181.734   , 149.906   , 815       , 12.648    , 105.773   , 100       , 99.9999   , 10.5      
  189.750, 1.25      , 0.823029  , 0.833986  , 0.924318  , 1.17188   , 155.611   , 217.472   , 5254.75   , 1661.88   , 1781.8    , 985.078   , 1901.37   , 0         , 161.367   , 193.547   , 182.063   , 149.836   , 815       , 12.704    , 106.344   , 99.6079   , 99.9999   , 9.75      
  189.800, 1.25      , 0.823121  , 0.823243  , 0.93213   , 1.17188   , 162.917   , 219.306   , 5261.25   , 1667.34   , 1805.66   , 985.078   , 1901.37   , 0         , 163.852   , 193.828   , 182.32    , 150.516   , 815       , 13.032    , 106.719   , 99.6079   , 99.9999   , 13.5      
  189.850, 1.25      , 0.823243  , 0.823243  , 0.922121  , 1.17188   , 196.361   , 219.972   , 5286.25   , 1665.04   , 1830.94   , 985.078   , 1948.95   , 0         , 166.57    , 194.227   , 182.648   , 150.563   , 815       , 13.308    , 107.297   , 99.6079   , 99.9999   , 11.25     
  189.900, 1.25      , 0.823273  , 0.81299   , 0.923341  , 1.17188   , 187.695   , 219.639   , 5322.75   , 1668.59   , 1832.5    , 985.078   , 1927.81   , 0         , 167.18    , 194.813   , 183.141   , 151.313   , 815       , 13.472    , 107.672   , 100       , 99.9999   , 12        
  189.950, 1.25      , 0.823823  , 0.81299   , 0.918703  , 1.17188   , 171.528   , 232.195   , 5332.25   , 1668.2    , 1827.85   , 985.078   , 1909.3    , 0         , 166.758   , 194.695   , 183.211   , 151.289   , 820       , 13.492    , 108.25    , 100       , 99.9999   , 13.5      
  190.000, 1.25      , 0.823945  , 0.804689  , 0.919923  , 1.17188   , 169.917   , 228.945   , 5363.75   , 1672.38   , 1829.49   , 985.078   , 1956.84   , 0         , 167.438   , 195.516   , 183.82    , 152.156   , 820       , 13.68     , 108.625   , 100       , 99.9999   , 9.75      
  190.050, 1.25      , 0.824463  , 0.804689  , 0.916505  , 1.17188   , 174.222   , 227.028   , 5388.75   , 1662.34   , 1857.62   , 985.078   , 1954.22   , 0         , 170.273   , 195.539   , 184.031   , 151.266   , 820       , 13.98     , 109.219   , 100       , 99.9999   , 14.25     
  190.100, 1.25      , 0.824219  , 0.798097  , 0.903322  , 1.17188   , 164.139   , 222.111   , 5417      , 1668.16   , 1830.63   , 985.078   , 1922.5    , 0         , 167.977   , 196.102   , 184.43    , 152.109   , 820       , 13.872    , 109.625   , 100       , 99.9999   , 12        
  190.150, 1.25      , 0.824555  , 0.798097  , 0.898927  , 1.17188   , 173.028   , 231.5     , 5429.75   , 1666.48   , 1849.49   , 985.078   , 1956.84   , 0         , 169.922   , 196.195   , 184.641   , 152.039   , 825       , 14.064    , 110.227   , 100       , 99.9999   , 15        
  190.200, 1.25      , 0.824616  , 0.791261  , 0.892335  , 1.17188   , 166.806   , 234.417   , 5461.25   , 1683.36   , 1845.9    , 985.078   , 1925.16   , 0         , 169.969   , 196.852   , 185.109   , 154.055   , 825       , 14.18     , 110.602   , 99.2157   , 99.9999   , 12        
  190.250, 1.25      , 0.824982  , 0.791261  , 0.881349  , 1.17188   , 167.278   , 237.639   , 5479.25   , 1681.72   , 1854.61   , 985.078   , 1988.55   , 0         , 170.93    , 196.898   , 185.25    , 153.984   , 825       , 14.304    , 111.203   , 98.8236   , 99.9999   , 14.25     
  190.300, 1.25      , 0.825074  , 0.78589   , 0.887941  , 1.17188   , 172.917   , 236.222   , 5516.5    , 1687.38   , 1859.49   , 985.078   , 1972.7    , 0         , 171.867   , 197.555   , 186.023   , 154.945   , 825       , 14.468    , 111.602   , 99.2157   , 99.9999   , 12.75     
  190.350, 1.25      , 0.825257  , 0.78589   , 0.873536  , 1.17188   , 184.445   , 234.667   , 5533      , 1687.81   , 1880.16   , 985.078   , 1956.84   , 0         , 173.836   , 197.625   , 186.188   , 154.898   , 825       , 14.624    , 112.195   , 99.6079   , 99.9999   , 14.25     
  190.400, 1.25      , 0.825501  , 0.781984  , 0.871583  , 1.17188   , 183.639   , 239.778   , 5555.5    , 1688.44   , 1875.16   , 985.078   , 2014.96   , 0         , 173.25    , 197.836   , 187.406   , 154.898   , 825       , 14.68     , 112.602   , 99.6079   , 99.9999   , 14.25     
  190.450, 1.25      , 0.825501  , 0.781984  , 0.866212  , 1.17188   , 173.528   , 245.25    , 5583.25   , 1689.06   , 1871.02   , 985.078   , 1967.42   , 0         , 172.734   , 199.055   , 188.367   , 154.852   , 825       , 14.644    , 113.195   , 99.6079   , 99.9999   , 14.25     
  190.500, 1.25      , 0.825348  , 0.777345  , 0.864259  , 1.17188   , 188.861   , 241.611   , 5601      , 1674.8    , 1870.59   , 985.078   , 2009.69   , 0         , 172.594   , 200.039   , 188.789   , 153.352   , 825       , 14.636    , 113.578   , 100       , 99.9999   , 14.25     
  190.550, 1.25      , 0.825654  , 0.777345  , 0.871583  , 1.17188   , 179.361   , 243.306   , 5620      , 1674.8    , 1875.55   , 985.078   , 1977.97   , 0         , 172.992   , 200.461   , 189.891   , 153.281   , 830       , 14.708    , 114.18    , 100       , 99.9999   , 14.25     
  190.600, 1.25      , 0.825471  , 0.773927  , 0.858888  , 1.17188   , 186.167   , 243.584   , 5661.25   , 1674.8    , 1901.88   , 985.078   , 1993.83   , 0         , 175.523   , 201.633   , 190.758   , 153.234   , 830       , 15.036    , 114.586   , 100       , 99.9999   , 12        
  190.650, 1.25      , 0.825715  , 0.773927  , 0.852296  , 1.17188   , 188.778   , 256.361   , 5682.75   , 1675.2    , 1877.73   , 985.078   , 1993.83   , 0         , 173.109   , 202.523   , 191.039   , 153.234   , 830       , 14.78     , 115.188   , 100       , 99.9999   , 12.75     
  190.700, 1.25      , 0.826234  , 0.770997  , 0.854249  , 1.17188   , 190.278   , 251.417   , 5691.5    , 1695.31   , 1897.89   , 985.078   , 1977.97   , 0         , 175.031   , 202.828   , 192       , 155.156   , 830       , 15.06     , 115.609   , 98.4314   , 99.9999   , 15        
  190.750, 1.25      , 0.825959  , 0.770997  , 0.847658  , 1.17188   , 176.639   , 255.528   , 5723      , 1695.16   , 1864.8    , 985.078   , 2033.48   , 0         , 171.75    , 203.836   , 193.336   , 155.109   , 830       , 14.728    , 116.203   , 99.6079   , 99.9999   , 12        
  190.800, 1.25      , 0.826325  , 0.768312  , 0.845949  , 1.17188   , 179.472   , 247       , 5748      , 1694.96   , 1924.26   , 985.078   , 2033.48   , 0         , 177.539   , 205.242   , 193.734   , 155.063   , 830       , 15.38     , 116.57    , 98.0392   , 99.9999   , 12.75     
  190.850, 1.25      , 0.826508  , 0.768312  , 0.843995  , 1.17188   , 194.361   , 244.889   , 5768      , 1694.26   , 1921.68   , 985.078   , 2078.36   , 0         , 177.258   , 205.664   , 193.992   , 154.969   , 830       , 14.88     , 117.172   , 51.3726   , 99.9999   , 15        
  190.900, 1.25      , 0.826539  , 0.76587   , 0.809083  , 1.17188   , 190.333   , 235.834   , 5775.75   , 1692.97   , 1913.48   , 985.078   , 2115.35   , 0         , 176.438   , 205.922   , 194.859   , 154.828   , 830       , 15.484    , 117.57    , 45.0981   , 99.9999   , 14.25     
  190.950, 1.25      , 0.826081  , 0.76587   , 0.780275  , 1.17188   , 185.667   , 227       , 5804.75   , 1692.58   , 1862.11   , 985.078   , 2120.63   , 0         , 171.398   , 206.836   , 196.148   , 154.781   , 835       , 14.908    , 118.156   , 41.5686   , 99.9999   , 15        
  191.000, 1.24139   , 0.825898  , 0.762452  , 0.759034  , 1.17188   , 187.695   , 213.75    , 5820.5    , 1701.95   , 1842.03   , 985.078   , 2115.35   , 0         , 169.406   , 208.195   , 196.523   , 155.695   , 835       , 14.656    , 118.555   , 40.3922   , 99.9999   , 15        
  191.050, 1.23505   , 0.825654  , 0.762452  , 0.757325  , 1.17188   , 182.945   , 217.695   , 5842.25   , 1701.05   , 1816.52   , 985.078   , 2104.77   , 0         , 166.898   , 208.594   , 197.531   , 155.602   , 835       , 14.32     , 119.133   , 39.6079   , 99.9999   , 15        
  191.100, 1.22931   , 0.825593  , 0.759767  , 0.755128  , 1.17188   , 184.056   , 209.445   , 5871.75   , 1700.35   , 1803.28   , 985.078   , 2099.49   , 0         , 165.586   , 209.648   , 198       , 155.508   , 835       , 14.096    , 119.492   , 39.6079   , 99.9999   , 15.75     
  191.150, 1.22363   , 0.825257  , 0.759767  , 0.748048  , 1.17188   , 182.139   , 209.139   , 5874.25   , 1690.35   , 1781.88   , 985.078   , 2075.74   , 0         , 163.477   , 210.117   , 197.93    , 154.523   , 835       , 13.872    , 120.039   , 38.8235   , 99.9999   , 15.75     
  191.200, 1.21808   , 0.825165  , 0.757325  , 0.751222  , 1.17188   , 180.611   , 207.722   , 5900.75   , 1718.05   , 1759.41   , 985.078   , 2070.43   , 0         , 161.273   , 210.023   , 199.336   , 157.242   , 835       , 13.668    , 120.383   , 38.0392   , 99.9999   , 13.5      
  191.250, 1.21268   , 0.824982  , 0.757325  , 0.738527  , 1.17188   , 181.583   , 207       , 5925.25   , 1698.48   , 1744.57   , 985.078   , 2059.88   , 0         , 159.82    , 211.5     , 199.688   , 155.32    , 835       , 13.484    , 120.898   , 38.0392   , 99.9999   , 15        
  191.300, 1.2074    , 0.824982  , 0.755372  , 0.745607  , 1.17188   , 180.167   , 202.583   , 5939.25   , 1702.93   , 1739.92   , 985.078   , 2049.3    , 0         , 158.93    , 211.266   , 199.922   , 155.32    , 835       , 13.368    , 121.242   , 38.0392   , 99.9999   , 16.5      
  191.350, 1.20227   , 0.824769  , 0.755372  , 0.748048  , 1.17188   , 179.167   , 204.611   , 5955.75   , 1729.3    , 1723.2    , 985.078   , 2028.16   , 0         , 157.289   , 212.086   , 200.602   , 157.898   , 835       , 13.192    , 121.727   , 38.0392   , 99.9999   , 16.5      
  191.400, 1.19727   , 0.824921  , 0.753907  , 0.754152  , 1.17188   , 181.278   , 195.861   , 5979.5    , 1720.35   , 1733.44   , 985.078   , 1996.48   , 0         , 158.297   , 212.789   , 201.492   , 157.031   , 835       , 13.18     , 122.063   , 38.8235   , 99.9999   , 15        
  191.450, 1.19238   , 0.824708  , 0.753907  , 0.740968  , 1.17188   , 182.639   , 202.806   , 5972.5    , 1701.64   , 1716.21   , 985.078   , 1993.83   , 0         , 156.609   , 213.703   , 201.539   , 155.203   , 835       , 13.024    , 122.531   , 38.4314   , 99.9999   , 16.5      
  191.500, 1.18762   , 0.824769  , 0.752931  , 0.748048  , 1.17188   , 174.695   , 195.556   , 5998.75   , 1696.48   , 1703.55   , 985.078   , 1980.63   , 0         , 155.391   , 213.75    , 202.641   , 154.711   , 835       , 12.92     , 122.836   , 38.4314   , 99.9999   , 15.75     
  191.550, 1.18295   , 0.824677  , 0.752931  , 0.749513  , 1.17188   , 180.333   , 198.861   , 6010.75   , 1691.52   , 1699.06   , 985.078   , 1972.7    , 0         , 154.945   , 214.898   , 202.781   , 154.219   , 835       , 12.772    , 123.281   , 38.8235   , 99.9999   , 17.25     
  191.600, 1.17844   , 0.824738  , 0.752198  , 0.751954  , 1.17188   , 179.806   , 203.583   , 6038.5    , 1688.63   , 1697.58   , 985.078   , 1959.49   , 0         , 154.805   , 215.039   , 203.531   , 153.938   , 835       , 12.712    , 123.57    , 38.8235   , 99.9999   , 17.25     
  191.650, 1.17401   , 0.824647  , 0.752198  , 0.747071  , 1.17188   , 173.778   , 205.306   , 6059.25   , 1687.27   , 1680.47   , 985.078   , 1970.08   , 0         , 153.117   , 215.813   , 203.977   , 153.797   , 835       , 12.552    , 124.008   , 38.8235   , 99.9999   , 17.25     
  191.700, 1.16971   , 0.824616  , 0.750245  , 0.754152  , 1.17188   , 179.917   , 201.222   , 6072.75   , 1674.02   , 1680.2    , 985.078   , 1941.02   , 0         , 154.289   , 217.969   , 204.68    , 153.703   , 835       , 12.572    , 124.289   , 38.8235   , 99.9999   , 17.25     
  191.750, 1.1655    , 0.824708  , 0.750245  , 0.754152  , 1.17188   , 175.389   , 194.556   , 6090      , 1673.55   , 1668.75   , 985.078   , 1956.84   , 0         , 153.164   , 216.984   , 205.008   , 153.656   , 840       , 12.468    , 124.719   , 38.8235   , 99.9999   , 17.25     
  191.800, 1.16138   , 0.824647  , 0.74878   , 0.752687  , 1.17188   , 177.195   , 195.195   , 6103.75   , 1692.54   , 1662.07   , 985.078   , 1935.7    , 0         , 152.508   , 217.313   , 206.039   , 155.531   , 840       , 12.388    , 125.023   , 38.8235   , 99.9999   , 17.25     
  191.850, 1.15738   , 0.824708  , 0.74878   , 0.749513  , 1.17188   , 175.5     , 200.222   , 6123.5    , 1691.41   , 1658.63   , 985.078   , 1917.23   , 0         , 152.18    , 218.367   , 206.109   , 155.414   , 840       , 12.312    , 125.438   , 39.2157   , 99.9999   , 17.25     
  191.900, 1.1535    , 0.824616  , 0.748048  , 0.753419  , 1.17188   , 179       , 200.222   , 6123.5    , 1691.09   , 1655.12   , 985.078   , 1917.23   , 0         , 151.828   , 218.438   , 206.32    , 155.391   , 840       , 12.184    , 125.734   , 40        , 99.9999   , 17.25     
  191.950, 1.14969   , 0.82483   , 0.748048  , 0.765382  , 1.17188   , 179.25    , 200.889   , 6146.25   , 1699.18   , 1659.8    , 985.078   , 1909.3    , 0         , 152.297   , 218.648   , 206.625   , 156.188   , 840       , 12.184    , 126.148   , 40        , 99.9999   , 13.5      
  192.000, 1.146     , 0.82486   , 0.747316  , 0.772462  , 1.17188   , 179.583   , 205.972   , 6167.75   , 1703.63   , 1664.45   , 985.078   , 1911.95   , 0         , 152.32    , 218.344   , 206.789   , 156.188   , 840       , 12.216    , 126.43    , 40        , 99.9999   , 14.25     
  192.050, 1.14237   , 0.82483   , 0.747316  , 0.759767  , 1.17188   , 177.722   , 204.278   , 6162.5    , 1702.97   , 1658.87   , 985.078   , 1917.23   , 0         , 151.758   , 219.117   , 206.836   , 156.117   , 840       , 12.124    , 126.836   , 40        , 99.9999   , 17.25     
  192.100, 1.13883   , 0.824891  , 0.746583  , 0.766847  , 1.17188   , 177.056   , 204.945   , 6184.25   , 1692.23   , 1654.73   , 985.078   , 1914.57   , 0         , 151.359   , 219.141   , 206.977   , 155.063   , 840       , 12.064    , 127.094   , 40.3922   , 99.9999   , 12.75     
  192.150, 1.13541   , 0.825013  , 0.746583  , 0.766114  , 1.17188   , 182.528   , 204.945   , 6212.25   , 1691.09   , 1671.21   , 985.078   , 1914.57   , 0         , 152.977   , 219.281   , 207.094   , 154.945   , 840       , 12.196    , 127.492   , 40.3922   , 99.9999   , 15.75     
  192.200, 1.13205   , 0.825074  , 0.743898  , 0.781007  , 1.17188   , 180.389   , 200.556   , 6229      , 1689.92   , 1667.3    , 985.078   , 1927.81   , 0         , 152.578   , 219.398   , 207.469   , 154.828   , 840       , 12.18     , 127.742   , 40.7843   , 99.9999   , 15.75     
  192.250, 1.12878   , 0.825287  , 0.743898  , 0.772462  , 1.17188   , 179.556   , 206.361   , 6234.25   , 1689.8    , 1670.63   , 985.078   , 1909.3    , 0         , 152.906   , 219.797   , 207.609   , 154.805   , 840       , 12.172    , 128.133   , 40.7843   , 99.9999   , 17.25     
  192.300, 1.12558   , 0.825226  , 0.742189  , 0.775636  , 1.17188   , 184.778   , 204.611   , 6246      , 1689.06   , 1678.59   , 985.078   , 1933.09   , 0         , 153.68    , 219.938   , 207.797   , 154.734   , 840       , 12.176    , 128.383   , 40.7843   , 99.9999   , 17.25     
  192.350, 1.12247   , 0.825379  , 0.742189  , 0.779542  , 1.17188   , 184.75    , 211.334   , 6265.5    , 1697.93   , 1680.04   , 985.078   , 1927.81   , 0         , 153.82    , 220.102   , 207.984   , 155.602   , 840       , 12.172    , 128.773   , 41.5686   , 99.9999   , 16.5      
