
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 41 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  04.02.2026 01:49:35.056

TimeStamp, fr_w      , gangi     , lamsbg_w  , ldtvm     , mshfm_w   , nmot_w    , plsol_w   , pus_w     , pvdkds_w  , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm     , ti_b1     , vfil_w    , wdkba     , wped_w    , zwout     
   12.250, 1         , 0         , 0.852296  , 0         , 10        , 1247.75   , 985.078   , 985.078   , 992.656   , 0.976565  , 0.664064  , 0.527345  , 0.937502  , 46.1484   , 100.289   , 100.289   , 47.4844   , 280       , 3.932     , 0         , 7.45098   , 0         , -7.5      
   12.300, 1         , 0         , 0.852296  , 0         , 10.6111   , 1246.25   , 985.078   , 985.078   , 990.039   , 0.976565  , 0.664064  , 0.527345  , 0.937502  , 45.8203   , 100.266   , 100.219   , 47.5078   , 280       , 3.98      , 0         , 7.45098   , 0         , -7.5      
   12.350, 1         , 0         , 0.852296  , 0         , 10.7778   , 1255.75   , 985.078   , 985.078   , 990.039   , 0.976565  , 0.703127  , 0.527345  , 0.89844   , 45.5156   , 100.242   , 100.594   , 47.4844   , 280       , 3.948     , 0         , 7.45098   , 0         , -7.5      
   12.400, 1         , 0         , 0.852296  , 0         , 11.0833   , 1264      , 985.078   , 985.078   , 990.039   , 0.976565  , 0.703127  , 0.527345  , 0.89844   , 45.6094   , 100.594   , 100.922   , 47.1094   , 280       , 3.992     , 0         , 7.45098   , 0         , -8.25     
   12.450, 1         , 0         , 0.852296  , 0         , 12.4167   , 1263      , 985.078   , 985.078   , 992.656   , 1.01563   , 0.664064  , 0.507814  , 0.89844   , 46.5703   , 100.898   , 100.875   , 47.0156   , 280       , 4.448     , 0         , 7.45098   , 0         , -8.25     
   12.500, 1         , 0         , 0.852296  , 0         , 11.8611   , 1263      , 985.078   , 985.078   , 990.039   , 1.01563   , 0.664064  , 0.507814  , 0.89844   , 46.9922   , 100.852   , 100.875   , 46.9453   , 285       , 4.384     , 0         , 7.45098   , 0         , -9        
   12.550, 1         , 0         , 0.852296  , 0         , 11.1667   , 1256.25   , 985.078   , 985.078   , 992.656   , 0.976565  , 0.703127  , 0.527345  , 0.937502  , 46.9922   , 100.852   , 100.734   , 46.9453   , 285       , 4.124     , 0         , 7.45098   , 0         , -9        
   12.600, 1         , 0         , 0.852296  , 0         , 10.8889   , 1252      , 985.078   , 985.078   , 992.656   , 0.976565  , 0.703127  , 0.527345  , 0.937502  , 47.0156   , 100.711   , 100.523   , 47.0391   , 285       , 4.116     , 0         , 7.05883   , 0         , -9        
   12.650, 1         , 0         , 0.852296  , 0         , 10.7778   , 1256.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.664064  , 0.507814  , 0.976565  , 46.7109   , 100.523   , 100.617   , 47.0859   , 285       , 4.012     , 0         , 7.45098   , 0         , -9        
   12.700, 1         , 0         , 0.852296  , 0         , 11.1389   , 1257.25   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.664064  , 0.507814  , 0.976565  , 46.4766   , 100.594   , 100.641   , 46.9453   , 285       , 4.044     , 0         , 7.45098   , 0         , -9        
   12.750, 1         , 0         , 0.852296  , 0         , 11.5556   , 1252.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.625002  , 0.507814  , 1.01563   , 46.5938   , 100.617   , 100.453   , 46.9219   , 285       , 4.244     , 0         , 7.45098   , 0         , -8.25     
   12.800, 1         , 0         , 0.85254   , 0         , 10.6667   , 1253.75   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.625002  , 0.507814  , 1.01563   , 46.5234   , 100.453   , 100.523   , 47.0156   , 285       , 3.988     , 0         , 7.45098   , 0         , -9        
   12.850, 1         , 0         , 0.85254   , 0         , 10.9167   , 1249      , 985.078   , 985.078   , 992.656   , 0.859377  , 0.644533  , 0.507814  , 1.05469   , 46.3359   , 100.5     , 100.336   , 46.9453   , 285       , 4.012     , 0         , 7.45098   , 0         , -8.25     
   12.900, 1         , 0         , 0.85254   , 0         , 11.1389   , 1252      , 985.078   , 985.078   , 992.656   , 0.859377  , 0.644533  , 0.507814  , 1.05469   , 46.7109   , 100.336   , 100.453   , 47.0625   , 285       , 4.128     , 0         , 7.45098   , 0         , -8.25     
   12.950, 1         , 0         , 0.85254   , 0         , 11.6667   , 1253      , 985.078   , 985.078   , 992.656   , 0.89844   , 0.664064  , 0.527345  , 1.09375   , 46.8281   , 100.43    , 100.477   , 46.9453   , 285       , 4.312     , 0         , 7.45098   , 0         , -8.25     
   13.000, 1         , 0         , 0.85254   , 0         , 11.4445   , 1258      , 985.078   , 985.078   , 990.039   , 0.89844   , 0.664064  , 0.527345  , 1.09375   , 47.6016   , 100.477   , 100.688   , 46.875    , 285       , 4.34      , 0         , 7.45098   , 0         , -9        
   13.050, 1         , 0         , 0.85254   , 0         , 11.8333   , 1259      , 985.078   , 985.078   , 992.656   , 0.89844   , 0.683596  , 0.527345  , 1.05469   , 47.8125   , 100.664   , 100.711   , 46.7109   , 285       , 4.372     , 0         , 7.45098   , 0         , -9.75     
   13.100, 1         , 0         , 0.85254   , 0         , 11.6389   , 1250      , 985.078   , 985.078   , 992.656   , 0.89844   , 0.683596  , 0.527345  , 1.05469   , 47.6953   , 100.688   , 100.5     , 46.8047   , 290       , 4.304     , 0         , 7.45098   , 0         , -9        
   13.150, 1         , 0         , 0.85254   , 0         , 11.2222   , 1244.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.664064  , 0.546876  , 1.01563   , 47.6016   , 100.453   , 100.148   , 46.8984   , 290       , 4.14      , 0         , 7.45098   , 0         , -9        
   13.200, 1         , 0         , 0.85254   , 0         , 10.5833   , 1240      , 985.078   , 985.078   , 992.656   , 0.937502  , 0.664064  , 0.546876  , 1.01563   , 47.3906   , 100.148   , 100.078   , 47.0156   , 290       , 4.028     , 0         , 7.45098   , 0         , -9        
   13.250, 1         , 0         , 0.85254   , 0         , 11.2222   , 1236.75   , 985.078   , 985.078   , 992.656   , 0.976565  , 0.664064  , 0.527345  , 0.976565  , 47.5078   , 100.055   , 99.8672   , 47.1797   , 290       , 4.2       , 0         , 7.45098   , 0         , -9        
   13.300, 1         , 0         , 0.85254   , 0         , 11.6111   , 1238      , 985.078   , 985.078   , 992.656   , 0.976565  , 0.664064  , 0.527345  , 0.976565  , 47.7188   , 99.8672   , 99.9141   , 47.25     , 290       , 4.312     , 0         , 7.45098   , 0         , -9        
   13.350, 1         , 0         , 0.85254   , 0         , 11.3333   , 1228.25   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.644533  , 0.507814  , 0.937502  , 47.8594   , 99.8672   , 99.5391   , 47.3203   , 290       , 4.236     , 0         , 7.05883   , 0         , -8.25     
   13.400, 1         , 0         , 0.85254   , 0         , 10.9167   , 1231.75   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.644533  , 0.507814  , 0.937502  , 47.4844   , 99.5391   , 99.6563   , 47.5781   , 290       , 4.088     , 0         , 7.05883   , 0         , -8.25     
   13.450, 1         , 0         , 0.85254   , 0         , 10.9722   , 1236.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.488283  , 0.89844   , 47.3438   , 99.6563   , 99.8438   , 47.5313   , 290       , 4.08      , 0         , 7.05883   , 0         , -8.25     
   13.500, 1         , 0         , 0.85254   , 0         , 11.7222   , 1230.25   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.488283  , 0.89844   , 47.6719   , 99.8203   , 99.6094   , 47.6016   , 295       , 4.388     , 0         , 7.05883   , 0         , -8.25     
   13.550, 1         , 0         , 0.85254   , 0         , 11.8056   , 1224.5    , 985.078   , 985.078   , 992.656   , 0.89844   , 0.644533  , 0.507814  , 0.859377  , 48.2813   , 99.5859   , 99.3984   , 47.7422   , 295       , 4.468     , 0         , 7.05883   , 0         , -7.5      
   13.600, 1         , 0         , 0.85254   , 0         , 11.3611   , 1228.75   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.644533  , 0.507814  , 0.859377  , 48.2344   , 99.3984   , 99.5625   , 47.9531   , 295       , 4.288     , 0         , 7.05883   , 0         , -8.25     
   13.650, 1         , 0         , 0.85254   , 0         , 11.6945   , 1222.75   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.644533  , 0.488283  , 0.89844   , 48.75     , 99.5156   , 99.3281   , 47.9766   , 295       , 4.484     , 0         , 7.05883   , 0         , -7.5      
   13.700, 1         , 0         , 0.85254   , 0         , 11.25     , 1218      , 985.078   , 985.078   , 992.656   , 0.859377  , 0.644533  , 0.488283  , 0.89844   , 48.6797   , 99.3047   , 99.1406   , 48.4688   , 295       , 4.316     , 0         , 7.05883   , 0         , -6.75     
   13.750, 1         , 0         , 0.85254   , 0         , 11.6389   , 1211.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.625002  , 0.488283  , 0.937502  , 48.7969   , 99.1172   , 98.8828   , 48.6328   , 295       , 4.492     , 0         , 7.05883   , 0         , -6        
   13.800, 1         , 0         , 0.85254   , 0         , 11.2222   , 1215.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.625002  , 0.488283  , 0.937502  , 48.7969   , 98.8828   , 99.0234   , 49.0313   , 295       , 4.304     , 0         , 7.05883   , 0         , -6        
   13.850, 1         , 0         , 0.85254   , 0         , 10.8056   , 1219.25   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.60547   , 0.507814  , 0.976565  , 48.3281   , 99.0234   , 99.1875   , 49.0078   , 295       , 4.172     , 0         , 7.05883   , 0         , -6        
   13.900, 1         , 0         , 0.85254   , 0         , 11.0556   , 1226.5    , 985.078   , 985.078   , 992.656   , 0.859377  , 0.60547   , 0.507814  , 0.976565  , 48.1641   , 99.1875   , 99.4688   , 48.8672   , 295       , 4.148     , 0         , 7.45098   , 0         , -6.75     
   13.950, 1         , 0         , 0.85254   , 0         , 11.2778   , 1228.75   , 985.078   , 985.078   , 990.039   , 0.89844   , 0.625002  , 0.488283  , 1.01563   , 48.6563   , 99.4453   , 99.5625   , 48.7734   , 295       , 4.304     , 0         , 7.45098   , 0         , -7.5      
   14.000, 1         , 0         , 0.85254   , 0         , 11.5278   , 1232.75   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.625002  , 0.488283  , 1.01563   , 48.7969   , 99.5625   , 99.7031   , 48.7969   , 295       , 4.36      , 0         , 7.45098   , 0         , -8.25     
   14.050, 1         , 0         , 0.85254   , 0         , 12.0556   , 1240.25   , 985.078   , 985.078   , 990.039   , 0.859377  , 0.60547   , 0.468751  , 1.09375   , 49.125    , 99.7031   , 99.9844   , 48.6797   , 295       , 4.576     , 0         , 7.45098   , 0         , -8.25     
   14.100, 1         , 0         , 0.85254   , 0         , 11.5556   , 1250      , 985.078   , 985.078   , 990.039   , 0.859377  , 0.60547   , 0.468751  , 1.09375   , 48.4219   , 99.9844   , 100.266   , 48.5625   , 300       , 4.288     , 0         , 7.45098   , 0         , -8.25     
   14.150, 1         , 0         , 0.85254   , 0         , 10.4445   , 1244.75   , 985.078   , 985.078   , 992.656   , 0.820315  , 0.625002  , 0.44922   , 1.05469   , 47.5313   , 100.242   , 100.172   , 48.3984   , 300       , 4.04      , 0         , 7.45098   , 0         , -7.5      
   14.200, 1         , 0         , 0.85254   , 0         , 11.1667   , 1243.5    , 985.078   , 985.078   , 992.656   , 0.820315  , 0.625002  , 0.44922   , 1.05469   , 47.2969   , 100.148   , 100.125   , 48.5391   , 300       , 4.088     , 0         , 7.45098   , 0         , -7.5      
   14.250, 1         , 0         , 0.85254   , 0         , 11.4445   , 1240.5    , 985.078   , 985.078   , 990.039   , 0.859377  , 0.644533  , 0.468751  , 1.09375   , 47.25     , 100.102   , 100.008   , 48.5859   , 300       , 4.164     , 0         , 7.45098   , 0         , -6.75     
   14.300, 1         , 0         , 0.85254   , 0         , 10.9722   , 1256.25   , 985.078   , 985.078   , 990.039   , 0.859377  , 0.644533  , 0.468751  , 1.09375   , 47.2266   , 100.031   , 100.617   , 48.6094   , 300       , 4.068     , 0         , 7.45098   , 0         , -7.5      
   14.350, 1         , 0         , 0.85254   , 0         , 10.9167   , 1259.75   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.644533  , 0.468751  , 1.05469   , 46.5703   , 100.594   , 100.758   , 48.3047   , 300       , 4.004     , 0         , 7.45098   , 0         , -7.5      
   14.400, 1         , 0         , 0.85254   , 0         , 11.1389   , 1262.25   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.644533  , 0.468751  , 1.05469   , 46.5      , 100.758   , 100.852   , 48.1406   , 300       , 4.032     , 0         , 7.45098   , 0         , -7.5      
   14.450, 1         , 0         , 0.85254   , 0         , 12.4167   , 1267.5    , 985.078   , 985.078   , 990.039   , 0.89844   , 0.664064  , 0.488283  , 1.01563   , 47.2734   , 100.852   , 101.039   , 48.0469   , 300       , 4.476     , 0         , 7.45098   , 0         , -8.25     
   14.500, 1         , 0         , 0.85254   , 0         , 11.4167   , 1268.5    , 985.078   , 985.078   , 992.656   , 0.89844   , 0.664064  , 0.488283  , 1.01563   , 47.2031   , 101.016   , 101.086   , 47.8594   , 300       , 4.124     , 0         , 7.45098   , 0         , -9        
   14.550, 1         , 0         , 0.85254   , 0         , 11.1945   , 1265      , 985.078   , 985.078   , 990.039   , 0.89844   , 0.644533  , 0.488283  , 1.05469   , 47.1563   , 101.063   , 100.945   , 47.8359   , 300       , 4.084     , 0         , 7.45098   , 0         , -9        
   14.600, 1         , 0         , 0.85254   , 0         , 11.0556   , 1264.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.644533  , 0.488283  , 1.05469   , 47.1797   , 100.945   , 101.016   , 47.7656   , 300       , 4.048     , 0         , 7.45098   , 0         , -9        
   14.650, 1         , 0         , 0.85254   , 0         , 11.8056   , 1270      , 985.078   , 985.078   , 992.656   , 0.859377  , 0.625002  , 0.507814  , 1.01563   , 47.0859   , 100.992   , 101.133   , 47.7656   , 300       , 4.256     , 0         , 7.45098   , 0         , -9        
   14.700, 1         , 0         , 0.85254   , 0         , 11.8056   , 1265.5    , 985.078   , 985.078   , 992.656   , 0.859377  , 0.625002  , 0.507814  , 1.01563   , 47.5547   , 101.133   , 100.969   , 47.5781   , 305       , 4.3       , 0         , 7.45098   , 0         , -9        
   14.750, 1         , 0         , 0.85254   , 0         , 11.4167   , 1271.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.60547   , 0.488283  , 1.05469   , 47.5313   , 100.969   , 101.18    , 47.5781   , 305       , 4.164     , 0         , 7.45098   , 0         , -9        
   14.800, 1         , 0         , 0.85254   , 0         , 11.1945   , 1268      , 985.078   , 985.078   , 992.656   , 0.89844   , 0.60547   , 0.488283  , 1.05469   , 47.1563   , 101.156   , 101.063   , 47.3906   , 305       , 4.076     , 0         , 7.45098   , 0         , -9        
   14.850, 1         , 0         , 0.85254   , 0         , 11.4445   , 1265.75   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.60547   , 0.507814  , 1.01563   , 47.1094   , 101.039   , 100.969   , 47.3906   , 305       , 4.104     , 0         , 7.45098   , 0         , -9        
   14.900, 1         , 0         , 0.85254   , 0         , 11.9722   , 1262.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.60547   , 0.507814  , 1.01563   , 47.4609   , 100.945   , 100.852   , 47.4375   , 305       , 4.332     , 0         , 7.45098   , 0         , -9        
   14.950, 1         , 0         , 0.85254   , 0         , 11.4722   , 1263.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.527345  , 0.976565  , 47.5078   , 100.828   , 100.898   , 47.3672   , 305       , 4.18      , 0         , 7.45098   , 0         , -9        
   15.000, 1         , 0         , 0.85254   , 0         , 11.2778   , 1252.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.527345  , 0.976565  , 47.3906   , 100.852   , 100.477   , 47.4844   , 305       , 4.132     , 0         , 7.45098   , 0         , -9        
   15.050, 1         , 0         , 0.85254   , 0         , 10.8889   , 1260      , 985.078   , 985.078   , 992.656   , 0.976565  , 0.644533  , 0.546876  , 0.937502  , 47.1797   , 100.5     , 100.758   , 47.5313   , 305       , 4.052     , 0         , 7.45098   , 0         , -9        
   15.100, 1         , 0         , 0.85254   , 0         , 11.0556   , 1258      , 985.078   , 985.078   , 992.656   , 0.976565  , 0.644533  , 0.546876  , 0.937502  , 46.6875   , 100.734   , 100.711   , 47.3203   , 305       , 4.056     , 0         , 7.05883   , 0         , -8.25     
   15.150, 1         , 0         , 0.85254   , 0         , 11.1389   , 1258.25   , 985.078   , 985.078   , 992.656   , 1.01563   , 0.664064  , 0.527345  , 0.937502  , 46.6172   , 100.688   , 100.688   , 47.3438   , 305       , 4.052     , 0         , 7.05883   , 0         , -8.25     
   15.200, 1         , 0         , 0.85254   , 0         , 11        , 1253.5    , 985.078   , 985.078   , 992.656   , 1.01563   , 0.664064  , 0.527345  , 0.937502  , 46.5469   , 100.664   , 100.5     , 47.2969   , 305       , 4.044     , 0         , 7.05883   , 0         , -8.25     
   15.250, 1         , 0         , 0.85254   , 0         , 11.2222   , 1253.75   , 985.078   , 985.078   , 992.656   , 0.976565  , 0.644533  , 0.546876  , 0.937502  , 46.4297   , 100.477   , 100.523   , 47.3672   , 305       , 4.064     , 0         , 7.05883   , 0         , -8.25     
   15.300, 1         , 0         , 0.85254   , 0         , 10.9167   , 1241      , 985.078   , 985.078   , 992.656   , 0.976565  , 0.644533  , 0.546876  , 0.937502  , 46.3359   , 100.477   , 100.031   , 47.4141   , 310       , 4.036     , 0         , 7.45098   , 0         , -7.5      
   15.350, 1         , 0         , 0.85254   , 0         , 11.1389   , 1248.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.527345  , 0.976565  , 46.3594   , 100.055   , 100.313   , 47.6484   , 310       , 4.064     , 0         , 7.05883   , 0         , -7.5      
   15.400, 1         , 0         , 0.85254   , 0         , 11.5556   , 1257.25   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.527345  , 0.976565  , 46.6172   , 100.313   , 100.641   , 47.3438   , 310       , 4.192     , 0         , 7.05883   , 0         , -8.25     
   15.450, 1         , 0         , 0.85254   , 0         , 11.1945   , 1259.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.546876  , 1.01563   , 46.6172   , 100.617   , 100.734   , 47.2734   , 310       , 4.08      , 0         , 7.45098   , 0         , -8.25     
   15.500, 1         , 0         , 0.85254   , 0         , 11.5278   , 1253.75   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.546876  , 1.01563   , 47.0859   , 100.711   , 100.523   , 47.2969   , 310       , 4.256     , 0         , 7.45098   , 0         , -8.25     
   15.550, 1         , 0         , 0.85254   , 0         , 10.6389   , 1258      , 985.078   , 985.078   , 990.039   , 0.89844   , 0.644533  , 0.546876  , 0.976565  , 46.5703   , 100.523   , 100.688   , 47.2969   , 310       , 4.028     , 0         , 7.45098   , 0         , -8.25     
   15.600, 1         , 0         , 0.85254   , 0         , 11.3611   , 1255      , 985.078   , 985.078   , 992.656   , 0.89844   , 0.644533  , 0.546876  , 0.976565  , 46.6641   , 100.664   , 100.57    , 47.2031   , 310       , 4.164     , 0         , 7.45098   , 0         , -8.25     
   15.650, 1         , 0         , 0.85254   , 0         , 11.4167   , 1256.25   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.566408  , 1.01563   , 46.5938   , 100.57    , 100.688   , 47.1094   , 310       , 4.188     , 0         , 7.05883   , 0         , -8.25     
   15.700, 1         , 0         , 0.85254   , 0         , 11.0833   , 1257.5    , 985.078   , 985.078   , 992.656   , 0.937502  , 0.625002  , 0.566408  , 1.01563   , 46.5469   , 100.664   , 100.547   , 47.1563   , 315       , 4.068     , 0         , 7.45098   , 0         , -9        
   15.750, 1         , 0         , 0.85254   , 0         , 11.3333   , 1254.5    , 985.078   , 985.078   , 990.039   , 0.976565  , 0.644533  , 0.546876  , 0.976565  , 46.5234   , 100.523   , 100.547   , 47.0859   , 315       , 4.224     , 0         , 7.45098   , 0         , -8.25     
   15.800, 1         , 0         , 0.85254   , 0         , 11.25     , 1248      , 985.078   , 985.078   , 992.656   , 0.976565  , 0.644533  , 0.546876  , 0.976565  , 46.6875   , 100.523   , 100.289   , 47.1328   , 315       , 4.176     , 0         , 7.45098   , 0         , -8.25     
   15.850, 1         , 0         , 0.85254   , 0         , 11.4445   , 1245.75   , 985.078   , 985.078   , 992.656   , 0.937502  , 0.664064  , 0.546876  , 0.937502  , 47.2031   , 100.266   , 100.219   , 47.2734   , 315       , 4.272     , 0         , 7.05883   , 0         , -8.25     
   15.900, 1         , 0         , 0.85254   , 0         , 11.5278   , 1249      , 985.078   , 985.078   , 990.039   , 0.937502  , 0.664064  , 0.546876  , 0.937502  , 47.3906   , 100.219   , 100.336   , 47.3203   , 315       , 4.34      , 0         , 7.45098   , 0         , -8.25     
   15.950, 1         , 0         , 0.85254   , 0         , 11.7222   , 1252.5    , 985.078   , 985.078   , 992.656   , 0.89844   , 0.683596  , 0.527345  , 0.976565  , 47.5313   , 100.336   , 100.477   , 47.25     , 315       , 4.34      , 0         , 7.45098   , 0         , -9        
   16.000, 1         , 0         , 0.85254   , 0         , 11.2778   , 1244.25   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.683596  , 0.527345  , 0.976565  , 47.5313   , 100.43    , 100.148   , 47.2734   , 315       , 4.224     , 0         , 7.45098   , 0         , -9        
   16.050, 1         , 0         , 0.85254   , 0         , 11.4445   , 1232      , 985.078   , 985.078   , 992.656   , 0.859377  , 0.664064  , 0.546876  , 0.937502  , 47.6719   , 100.102   , 99.6797   , 47.4141   , 315       , 4.292     , 0         , 7.05883   , 0         , -8.25     
   16.100, 1         , 0         , 0.85254   , 0         , 10.6111   , 1228      , 985.078   , 985.078   , 992.656   , 0.859377  , 0.664064  , 0.546876  , 0.937502  , 47.2266   , 99.6563   , 99.5156   , 47.8359   , 315       , 4.088     , 0         , 7.05883   , 0         , -7.5      
   16.150, 1         , 0         , 0.85254   , 0         , 11.3889   , 1227      , 985.078   , 985.078   , 992.656   , 0.89844   , 0.644533  , 0.527345  , 0.89844   , 47.3906   , 99.4922   , 99.4922   , 47.9297   , 315       , 4.268     , 0         , 7.45098   , 0         , -6.75     
   16.200, 1         , 0         , 0.85254   , 0         , 11.9445   , 1239.75   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.644533  , 0.527345  , 0.89844   , 47.7656   , 99.5156   , 99.9844   , 47.7891   , 315       , 4.464     , 0         , 7.45098   , 0         , -8.25     
   16.250, 1         , 0         , 0.85254   , 0         , 10.9445   , 1234.25   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.625002  , 0.507814  , 0.976565  , 47.5078   , 99.9375   , 99.7734   , 47.7656   , 315       , 4.144     , 0         , 7.45098   , 0         , -8.25     
   16.300, 1         , 0         , 0.85254   , 0         , 10.8333   , 1239.75   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.625002  , 0.507814  , 0.976565  , 47.2969   , 99.7734   , 99.7734   , 47.9766   , 320       , 4.084     , 0         , 7.45098   , 0         , -8.25     
   16.350, 1         , 0         , 0.85254   , 0         , 11.2778   , 1245.25   , 985.078   , 985.078   , 990.039   , 0.89844   , 0.60547   , 0.527345  , 0.937502  , 47.2734   , 99.7734   , 100.148   , 47.7891   , 320       , 4.196     , 0         , 7.45098   , 0         , -7.5      
   16.400, 1         , 0         , 0.85254   , 0         , 11.1945   , 1248.75   , 985.078   , 985.078   , 992.656   , 0.89844   , 0.60547   , 0.527345  , 0.937502  , 47.2734   , 100.125   , 100.219   , 47.6953   , 320       , 4.108     , 0         , 7.05883   , 0         , -8.25     
   16.450, 1         , 0         , 0.85254   , 0         , 11.8056   , 1251.25   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.625002  , 0.546876  , 0.937502  , 47.5078   , 100.219   , 100.43    , 47.6016   , 320       , 4.348     , 0         , 7.05883   , 0         , -8.25     
   16.500, 1         , 0         , 0.85254   , 0         , 11.1945   , 1252.5    , 985.078   , 985.078   , 992.656   , 0.859377  , 0.625002  , 0.546876  , 0.937502  , 47.3906   , 100.406   , 100.477   , 47.5313   , 320       , 4.136     , 0         , 7.45098   , 0         , -8.25     
   16.550, 1         , 0         , 0.85254   , 0         , 10.8889   , 1241.75   , 985.078   , 985.078   , 992.656   , 0.820315  , 0.60547   , 0.566408  , 0.976565  , 46.7578   , 100.43    , 100.055   , 47.5313   , 320       , 4.064     , 0         , 7.45098   , 0         , -7.5      
   16.600, 1         , 0         , 0.85254   , 0         , 11.3056   , 1247.75   , 985.078   , 985.078   , 992.656   , 0.820315  , 0.60547   , 0.566408  , 0.976565  , 46.8047   , 100.078   , 100.289   , 47.6953   , 320       , 4.136     , 0         , 7.45098   , 0         , -7.5      
   16.650, 1         , 0         , 0.85254   , 0         , 11        , 1250      , 985.078   , 985.078   , 990.039   , 0.820315  , 0.585939  , 0.566408  , 0.937502  , 46.6406   , 100.289   , 100.383   , 47.625    , 320       , 4.076     , 0         , 7.45098   , 0         , -7.5      
   16.700, 1         , 0         , 0.85254   , 0         , 10.9445   , 1254.75   , 985.078   , 985.078   , 992.656   , 0.820315  , 0.585939  , 0.566408  , 0.937502  , 46.4297   , 100.359   , 100.547   , 47.5078   , 320       , 4.04      , 0         , 7.05883   , 0         , -8.25     
   16.750, 1         , 0         , 0.85254   , 0         , 12.1389   , 1264.75   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.566408  , 0.566408  , 0.89844   , 46.6641   , 100.57    , 100.945   , 47.3906   , 320       , 4.4       , 0         , 7.45098   , 0         , -8.25     
   16.800, 1         , 0         , 0.85254   , 0         , 11.1945   , 1272.75   , 985.078   , 985.078   , 990.039   , 0.859377  , 0.566408  , 0.566408  , 0.89844   , 46.7109   , 100.945   , 101.25    , 47.0156   , 320       , 4.148     , 0         , 7.45098   , 0         , -9        
   16.850, 1         , 0         , 0.85254   , 0         , 11.1389   , 1259.25   , 985.078   , 985.078   , 992.656   , 0.859377  , 0.585939  , 0.585939  , 0.937502  , 46.6172   , 100.477   , 100.734   , 47.0391   , 320       , 4.088     , 0         , 7.45098   , 0         , -9        
   16.900, 1         , 0         , 0.85254   , 0         , 11.3611   , 1257      , 985.078   , 985.078   , 990.039   , 0.859377  , 0.585939  , 0.585939  , 0.937502  , 46.1719   , 100.734   , 100.641   , 47.1328   , 325       , 4.152     , 0         , 7.45098   , 0         , -8.25     
   16.950, 1         , 0         , 0.85254   , 0         , 11.1111   , 1253.25   , 985.078   , 985.078   , 992.656   , 0.820315  , 0.60547   , 0.585939  , 0.976565  , 46.5      , 100.617   , 100.5     , 46.6172   , 325       , 4.076     , 0         , 7.45098   , 0         , -8.25     
   17.000, 1         , 0         , 0.85254   , 0         , 11.6667   , 1248      , 985.078   , 985.078   , 992.656   , 0.820315  , 0.60547   , 0.585939  , 0.976565  , 46.875    , 100.477   , 100.289   , 46.6641   , 325       , 4.28      , 0         , 7.45098   , 0         , -8.25     
