
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 8E0909518AK_368072_NEF_STG_1_Tunedv7.ecu

ECU identified with following data:
HWNumber    = 0261208230       (requested was 0261208230)
SWNumber    = 1037368072       (requested was 1037368072)
PartNumber  = 8E0909518AK      (requested was 8E0909518AK)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 8E0909018A
ModelId     = G

Log packet size: 32 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  10.02.2026 23:30:53.940

TimeStamp, nmot_w    , wped_w    , wdkba     , rl_w      , rlsol_w   , plsol_w   , pvdkds_w  , ps_w      , pus_w     , ldtvm     , zwout     , dwkrz_0   , dwkrz_2   , dwkrz_3   , dwkrz_1   , lamsbg_w  , lamsoni_w , tans      , msdk_w    , mshfm_w   
   13.700, 2348      , 19.7833   , 7.84314   , 25.8516   , 26.7656   , 971.641   , 979.453   , 379.648   , 971.641   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.875245  , 6         , 11.8333   , 11.6389   
   13.750, 2344.25   , 19.7833   , 7.45098   , 25.875    , 26.7891   , 971.641   , 976.836   , 379.805   , 971.641   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.855958  , 6         , 11.8056   , 11.4445   
   13.800, 2352.75   , 19.7833   , 7.84314   , 26.1094   , 26.7891   , 971.719   , 976.836   , 382.852   , 971.719   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.838624  , 6         , 11.8056   , 12.0278   
   13.850, 2356.25   , 19.7833   , 7.84314   , 26.1563   , 26.7188   , 971.719   , 976.836   , 383.672   , 971.719   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.836671  , 6         , 11.8056   , 11.8333   
   13.900, 2352      , 19.7833   , 7.84314   , 26.0625   , 26.7422   , 971.758   , 976.836   , 382.266   , 971.758   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.838624  , 6         , 11.8889   , 11.3611   
   13.950, 2358.25   , 19.4247   , 7.84314   , 26.0859   , 26.2266   , 971.758   , 976.836   , 382.773   , 971.758   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.84131   , 6         , 11.8889   , 12.1111   
   14.000, 2360      , 19.4247   , 7.84314   , 26.1797   , 26.2031   , 971.719   , 976.836   , 384.063   , 971.719   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.848634  , 6         , 11.8889   , 12        
   14.050, 2356.25   , 19.0646   , 7.84314   , 26.1797   , 25.7344   , 971.719   , 976.836   , 383.75    , 971.719   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.858888  , 6         , 11.7222   , 11.9167   
   14.100, 2365      , 19.0646   , 7.45098   , 26.0859   , 25.7109   , 971.758   , 976.836   , 382.93    , 971.758   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.870851  , 6         , 11.7222   , 11.6945   
   14.150, 2367      , 19.0646   , 7.45098   , 25.9219   , 25.6641   , 971.758   , 976.836   , 380.703   , 971.758   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.880128  , 6         , 11.5556   , 11.6945   
   14.200, 2365.5    , 18.3444   , 7.45098   , 25.8047   , 24.75     , 971.797   , 976.836   , 379.297   , 971.797   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.890138  , 6         , 11.5278   , 11.4722   
   14.250, 2367.75   , 17.9858   , 7.05883   , 25.7109   , 24.2344   , 971.797   , 976.836   , 378.164   , 971.797   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.895509  , 6         , 11.1111   , 11.3611   
   14.300, 2366.25   , 17.2656   , 7.05883   , 25.1484   , 23.3203   , 971.836   , 976.836   , 370.82    , 971.836   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.902345  , 6         , 10.8056   , 10.4722   
   14.350, 2366.25   , 16.9054   , 7.05883   , 24.7031   , 22.8281   , 971.836   , 976.836   , 365       , 971.836   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.894533  , 6         , 10.8056   , 10.75     
   14.400, 2370      , 16.9054   , 6.66667   , 23.9531   , 22.8281   , 971.836   , 979.453   , 355.469   , 971.836   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.869874  , 6         , 10.3333   , 9.97223   
   14.450, 2370.5    , 16.9054   , 6.66667   , 23.4844   , 22.9219   , 971.836   , 979.453   , 349.453   , 971.836   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.838624  , 6         , 10.3611   , 10.2778   
   14.500, 2373.75   , 16.9054   , 6.66667   , 23.1094   , 22.8984   , 971.875   , 976.836   , 344.805   , 971.875   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.816408  , 6         , 10.2778   , 10        
   14.550, 2375.5    , 16.9054   , 6.66667   , 22.9219   , 22.8984   , 971.875   , 979.453   , 342.5     , 971.875   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.807374  , 6         , 10.3056   , 9.94445   
   14.600, 2376      , 16.9054   , 6.66667   , 22.6641   , 22.8984   , 971.914   , 979.453   , 339.18    , 971.914   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.804445  , 6         , 10.3333   , 9.77779   
   14.650, 2373.75   , 16.9054   , 6.66667   , 22.4531   , 22.9219   , 971.914   , 979.453   , 336.406   , 971.914   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.802736  , 6         , 10.2778   , 10.1111   
   14.700, 2378      , 16.9054   , 6.66667   , 22.3828   , 22.8984   , 971.953   , 979.453   , 335.625   , 971.953   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.797609  , 6         , 10.2778   , 9.97223   
   14.750, 2382.25   , 16.9054   , 6.66667   , 22.4766   , 22.875    , 971.953   , 976.836   , 337.031   , 971.953   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.789796  , 6         , 10.2222   , 10.1667   
   14.800, 2388      , 16.9054   , 6.66667   , 22.4297   , 22.8516   , 971.992   , 976.836   , 336.25    , 971.992   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.784913  , 6         , 10.2778   , 10.2222   
   14.850, 2384.5    , 16.9054   , 6.66667   , 22.2656   , 22.8516   , 971.992   , 976.836   , 334.219   , 971.992   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.784913  , 6         , 10.2222   , 9.86112   
   14.900, 2380.5    , 16.9054   , 6.66667   , 22.2656   , 22.875    , 972.031   , 976.836   , 334.375   , 972.031   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.780275  , 6         , 10.1945   , 10.2778   
   14.950, 2378.75   , 16.9054   , 6.66667   , 22.4297   , 22.9219   , 972.031   , 976.836   , 336.094   , 972.031   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.777101  , 6         , 10.1945   , 10.25     
   15.000, 2382.25   , 16.9054   , 6.66667   , 22.4063   , 22.8984   , 972.07    , 976.836   , 335.977   , 972.07    , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.777833  , 6         , 10.1945   , 10.1667   
   15.050, 2386.75   , 16.9054   , 6.66667   , 22.3125   , 22.875    , 972.07    , 976.836   , 334.766   , 972.07    , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.777833  , 6         , 10.1945   , 10.0556   
   15.100, 2391      , 16.9054   , 6.66667   , 22.3594   , 22.8281   , 972.109   , 976.836   , 335.664   , 972.109   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.776368  , 6         , 10.25     , 10.3333   
   15.150, 2395.25   , 16.9054   , 6.66667   , 22.2656   , 22.8047   , 972.109   , 976.836   , 334.375   , 972.109   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.775636  , 6         , 10.25     , 10.25     
   15.200, 2399      , 16.9054   , 6.66667   , 22.2656   , 22.8047   , 972.109   , 976.836   , 334.375   , 972.109   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.779542  , 6         , 10.25     , 10.0833   
   15.250, 2394.25   , 16.9054   , 6.66667   , 22.3359   , 22.8047   , 972.109   , 976.836   , 335.273   , 972.109   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.782716  , 6         , 10.3333   , 10.25     
   15.300, 2391      , 16.9054   , 6.66667   , 22.3828   , 22.8516   , 972.148   , 976.836   , 335.938   , 972.148   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.778566  , 6         , 10.25     , 10.1111   
   15.350, 2394.5    , 16.9054   , 6.66667   , 22.1953   , 22.8281   , 972.148   , 976.836   , 333.672   , 972.148   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.775636  , 6         , 10.3056   , 9.91667   
   15.400, 2394.25   , 16.9054   , 6.66667   , 22.3359   , 22.8281   , 972.188   , 976.836   , 335.391   , 972.188   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.780275  , 6         , 10.3056   , 10.3611   
   15.450, 2399.5    , 16.9054   , 6.66667   , 22.3594   , 22.8047   , 972.188   , 976.836   , 335.586   , 972.188   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.782716  , 6         , 10.3333   , 10.1945   
   15.500, 2401.5    , 16.9054   , 6.66667   , 22.2188   , 22.7813   , 972.188   , 976.836   , 333.945   , 972.188   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.781739  , 6         , 10.3056   , 9.86112   
   15.550, 2406.5    , 16.9054   , 6.66667   , 22.2188   , 22.7813   , 972.188   , 976.836   , 334.063   , 972.188   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.781007  , 6         , 10.3056   , 10.3333   
   15.600, 2407.5    , 16.9054   , 6.66667   , 22.4063   , 22.7578   , 972.227   , 974.18    , 336.523   , 972.227   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.784181  , 6         , 10.3056   , 10.5      
   15.650, 2405.75   , 16.9054   , 6.66667   , 22.3594   , 22.7813   , 972.227   , 976.836   , 335.82    , 972.227   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.786622  , 6         , 10.3333   , 10.3056   
   15.700, 2402      , 16.9054   , 7.05883   , 22.4531   , 22.7813   , 972.227   , 976.836   , 337.031   , 972.227   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.786622  , 6         , 10.4167   , 10.3056   
   15.750, 2403.5    , 16.9054   , 7.05883   , 22.7109   , 22.7813   , 972.227   , 976.836   , 340.234   , 972.227   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.785646  , 6         , 10.4722   , 10.7222   
   15.800, 2404.5    , 16.9054   , 7.05883   , 22.7813   , 22.6641   , 972.266   , 974.18    , 341.25    , 972.266   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.787355  , 6         , 10.4722   , 10.6389   
   15.850, 2407.25   , 16.9054   , 7.05883   , 22.7578   , 22.7813   , 972.266   , 976.836   , 340.859   , 972.266   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.791993  , 6         , 10.4722   , 10.6111   
   15.900, 2414.25   , 16.9054   , 7.05883   , 22.7344   , 22.7578   , 972.305   , 976.836   , 340.898   , 972.305   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.788087  , 6         , 10.4167   , 10.5      
   15.950, 2414.25   , 16.9054   , 7.05883   , 22.7109   , 22.7109   , 972.305   , 976.836   , 340.625   , 972.305   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.784181  , 6         , 10.4167   , 10.5      
   16.000, 2415.25   , 16.9054   , 7.05883   , 22.6875   , 22.7344   , 972.344   , 976.836   , 340.195   , 972.344   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.782716  , 6         , 10.4722   , 10.3056   
   16.050, 2414.25   , 16.9054   , 7.05883   , 22.4766   , 22.7344   , 972.344   , 976.836   , 337.695   , 972.344   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.78882   , 6         , 10.4167   , 10.1111   
   16.100, 2415.25   , 16.9054   , 7.05883   , 22.5703   , 22.7344   , 972.383   , 974.18    , 338.867   , 972.383   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.790529  , 6         , 10.4167   , 10.4167   
   16.150, 2414.25   , 17.2656   , 7.05883   , 22.5469   , 23.2031   , 972.383   , 976.836   , 338.516   , 972.383   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.784913  , 6         , 10.4167   , 10.6667   
   16.200, 2420.25   , 17.2656   , 7.05883   , 22.4531   , 23.1797   , 972.422   , 976.836   , 337.148   , 972.422   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.785646  , 6         , 10.3056   , 10.0556   
   16.250, 2421.5    , 17.2656   , 7.05883   , 22.4531   , 23.1563   , 972.422   , 976.836   , 337.383   , 972.422   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.789796  , 6         , 10.4445   , 10.4167   
   16.300, 2423      , 17.2656   , 7.05883   , 22.4766   , 23.1563   , 972.461   , 976.836   , 337.734   , 972.461   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.790529  , 6         , 10.4445   , 10.3889   
   16.350, 2422.25   , 17.2656   , 7.05883   , 22.4297   , 23.1563   , 972.461   , 976.836   , 337.148   , 972.461   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.788087  , 6         , 10.4722   , 10.3611   
   16.400, 2422.25   , 17.2656   , 7.05883   , 22.4531   , 23.1563   , 972.461   , 976.836   , 337.539   , 972.461   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.785646  , 6         , 10.4722   , 10.3611   
   16.450, 2425.5    , 17.2656   , 7.05883   , 22.6875   , 23.1563   , 972.461   , 976.836   , 340.313   , 972.461   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.791261  , 6         , 10.5556   , 10.8889   
   16.500, 2427      , 17.2656   , 7.05883   , 22.8047   , 23.1328   , 972.5     , 976.836   , 342.109   , 972.5     , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.793702  , 6         , 10.6111   , 10.5833   
   16.550, 2428.75   , 17.2656   , 7.05883   , 22.8047   , 23.1328   , 972.5     , 976.836   , 341.914   , 972.5     , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.792726  , 6         , 10.5556   , 10.6945   
   16.600, 2429      , 17.2656   , 7.05883   , 22.7813   , 23.1328   , 972.539   , 976.836   , 341.68    , 972.539   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.791993  , 6         , 10.6111   , 10.6389   
   16.650, 2427.75   , 17.2656   , 7.05883   , 22.7578   , 23.1094   , 972.539   , 976.836   , 341.484   , 972.539   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.790529  , 6         , 10.6111   , 10.4445   
   16.700, 2428.25   , 17.2656   , 7.05883   , 22.8047   , 23.1328   , 972.578   , 976.836   , 342.148   , 972.578   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.793702  , 6         , 10.5556   , 10.6111   
   16.750, 2430.25   , 17.2656   , 7.05883   , 22.8984   , 23.1094   , 972.578   , 976.836   , 343.203   , 972.578   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.795167  , 6         , 10.5556   , 10.7222   
   16.800, 2429.5    , 17.2656   , 7.05883   , 22.9922   , 23.1328   , 972.617   , 976.836   , 344.297   , 972.617   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.792726  , 6         , 10.6111   , 10.5833   
   16.850, 2433.5    , 17.2656   , 7.05883   , 23.0391   , 23.0859   , 972.617   , 976.836   , 344.922   , 972.617   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.792726  , 6         , 10.6389   , 10.6389   
   16.900, 2440      , 17.2656   , 7.05883   , 22.9453   , 23.0391   , 972.617   , 976.836   , 344.063   , 972.617   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.791993  , 6         , 10.5833   , 10.5833   
   16.950, 2439      , 17.2656   , 7.05883   , 22.8984   , 23.0391   , 972.617   , 976.836   , 343.555   , 972.617   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.796876  , 6         , 10.6389   , 10.6667   
   17.000, 2440      , 17.2656   , 7.05883   , 22.7344   , 23.0391   , 972.656   , 976.836   , 341.367   , 972.656   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.799073  , 6         , 10.6111   , 10.4722   
   17.050, 2436.5    , 17.2656   , 7.05883   , 22.7344   , 22.9688   , 972.656   , 976.836   , 341.406   , 972.656   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 0.795167  , 6         , 10.6111   , 10.6389   
   17.100, 2439      , 17.2656   , 7.05883   , 22.7813   , 22.9688   , 972.695   , 976.836   , 341.914   , 972.695   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.791261  , 6         , 10.6111   , 10.6389   
   17.150, 2440.5    , 17.2656   , 7.05883   , 22.7813   , 23.0625   , 972.695   , 976.836   , 342.109   , 972.695   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.791993  , 6         , 10.6389   , 10.6111   
   17.200, 2441      , 17.6257   , 7.05883   , 22.7813   , 23.5313   , 972.656   , 976.836   , 341.992   , 972.656   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.797609  , 6         , 10.6389   , 10.5833   
   17.250, 2444      , 17.6257   , 7.05883   , 22.8984   , 23.5078   , 972.656   , 976.836   , 343.438   , 972.656   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.796876  , 6         , 10.6389   , 10.8889   
   17.300, 2444.75   , 17.6257   , 7.05883   , 22.875    , 23.4844   , 972.695   , 976.836   , 343.125   , 972.695   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.793702  , 6         , 10.9167   , 10.5833   
   17.350, 2445.5    , 17.6257   , 7.05883   , 22.9922   , 23.4844   , 972.695   , 976.836   , 344.883   , 972.695   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.793702  , 6         , 10.9167   , 10.8889   
   17.400, 2444.25   , 18.3444   , 7.05883   , 23.2734   , 24.4219   , 972.734   , 976.836   , 348.359   , 972.734   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.794435  , 6         , 10.9167   , 11.1667   
   17.450, 2445.75   , 18.7045   , 7.45098   , 23.3438   , 24.8906   , 972.734   , 976.836   , 349.375   , 972.734   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.800782  , 6         , 10.9722   , 11.0833   
   17.500, 2446.75   , 19.4247   , 7.45098   , 23.4375   , 25.8281   , 972.773   , 976.836   , 350.586   , 972.773   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.805421  , 6         , 11.4167   , 10.9445   
   17.550, 2454.75   , 21.2222   , 7.84314   , 24.0703   , 28.1953   , 972.773   , 974.18    , 358.867   , 972.773   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.800782  , 6         , 11.8333   , 11.6945   
   17.600, 2461.5    , 22.6611   , 8.62745   , 24.9609   , 30.7031   , 972.773   , 974.18    , 370.156   , 972.773   , 0         , 36        , 0         , 0         , 0         , 0         , 1         , 0.799073  , 6         , 13.1667   , 12.7222   
   17.650, 2461.25   , 23.0213   , 9.41177   , 27.1172   , 31.3359   , 972.773   , 974.18    , 397.852   , 972.773   , 0         , 35.25     , 0         , 0         , 0         , 0         , 1         , 0.806398  , 6         , 14.3333   , 14.6111   
   17.700, 2454.5    , 23.3814   , 9.41177   , 28.7578   , 32.1094   , 972.813   , 974.18    , 418.711   , 972.813   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.822999  , 6         , 14.7778   , 14.8611   
   17.750, 2460      , 23.3814   , 9.80392   , 30.1406   , 32.0859   , 972.813   , 971.523   , 436.641   , 972.813   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 0.847658  , 6         , 14.9722   , 15.1389   
   17.800, 2460      , 23.3814   , 9.80392   , 31.0078   , 32.0156   , 972.852   , 974.18    , 446.914   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.878175  , 6         , 14.9167   , 15.2222   
   17.850, 2457.75   , 23.74     , 9.80392   , 31.4766   , 32.7891   , 972.852   , 974.18    , 452.773   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.902345  , 6         , 15        , 15.1389   
   17.900, 2467.5    , 23.74     , 9.80392   , 31.7344   , 32.6719   , 972.852   , 974.18    , 456.211   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.919923  , 6         , 15.1389   , 14.9722   
   17.950, 2466.25   , 23.74     , 9.80392   , 32.0156   , 32.6016   , 972.852   , 974.18    , 459.688   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.934328  , 6         , 15.1667   , 15.4167   
   18.000, 2468.25   , 23.74     , 9.80392   , 32.2266   , 32.6016   , 972.852   , 974.18    , 462.539   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.949953  , 6         , 15.2222   , 15.25     
   18.050, 2473      , 23.74     , 9.80392   , 32.25     , 32.5547   , 972.852   , 974.18    , 462.969   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.961183  , 6         , 15.3056   , 15.3889   
   18.100, 2470.5    , 23.74     , 9.80392   , 32.25     , 32.5547   , 972.852   , 976.836   , 462.852   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.973634  , 6         , 15.3056   , 15.4445   
   18.150, 2477.25   , 23.74     , 9.80392   , 32.3906   , 32.5313   , 972.852   , 976.836   , 464.805   , 972.852   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.986085  , 6         , 15.3056   , 15.5556   
   18.200, 2481.5    , 23.74     , 9.80392   , 32.4844   , 32.4844   , 972.891   , 976.836   , 466.172   , 972.891   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.995607  , 6         , 15.3056   , 15.3889   
   18.250, 2477.5    , 23.74     , 9.80392   , 32.5078   , 32.4844   , 972.891   , 976.836   , 466.367   , 972.891   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 1         , 6         , 15.3333   , 15.3611   
   18.300, 2485.5    , 23.74     , 9.80392   , 32.4609   , 32.4609   , 972.93    , 976.836   , 465.664   , 972.93    , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.989992  , 6         , 15.3333   , 15.0833   
   18.350, 2490      , 23.74     , 9.80392   , 32.3672   , 32.3906   , 972.93    , 976.836   , 464.609   , 972.93    , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.984865  , 6         , 15.3333   , 15.5833   
   18.400, 2493.75   , 23.74     , 9.80392   , 32.3438   , 32.4141   , 972.93    , 979.453   , 464.414   , 972.93    , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.981203  , 6         , 15.3333   , 15.4722   
   18.450, 2493.5    , 23.74     , 9.80392   , 32.3203   , 32.3906   , 972.93    , 979.453   , 464.297   , 972.93    , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.983644  , 6         , 15.3611   , 15.1945   
   18.500, 2485.5    , 23.74     , 9.80392   , 32.4844   , 32.4375   , 972.969   , 976.836   , 466.289   , 972.969   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.983644  , 6         , 15.3611   , 15.7778   
   18.550, 2496.25   , 23.74     , 9.80392   , 32.3906   , 32.4141   , 972.969   , 979.453   , 465       , 972.969   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.983644  , 6         , 15.3056   , 15.6945   
   18.600, 2500.75   , 23.74     , 9.80392   , 32.3438   , 32.3203   , 973.008   , 979.453   , 464.648   , 973.008   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 0.997072  , 6         , 15.3056   , 15.1945   
   18.650, 2504.25   , 23.74     , 9.80392   , 32.25     , 32.2969   , 973.008   , 979.453   , 463.359   , 973.008   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 1.01001   , 6         , 15.2222   , 15.3611   
   18.700, 2504.25   , 23.74     , 9.80392   , 32.1328   , 32.3203   , 973.008   , 979.453   , 462.695   , 973.008   , 0         , 33.75     , 0         , 0         , 0         , 0         , 1         , 1.01148   , 6         , 15.2222   , 15.1111   
   18.750, 2498.75   , 23.74     , 9.80392   , 30.9609   , 32.3203   , 973.008   , 979.453   , 462.148   , 973.008   , 0         , 34.5      , 0         , 0         , 0         , 0         , 1         , 1.01148   , 6         , 15.2222   , 15.0556   
   18.800, 2505      , 23.74     , 9.80392   , 29.6484   , 32.4375   , 973.047   , 979.453   , 467.617   , 973.047   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 1.00733   , 6         , 15.3056   , 15.3889   
   18.850, 2514      , 23.74     , 9.80392   , 29.4844   , 32.2266   , 973.047   , 982.109   , 476.719   , 973.047   , 0         , 36.75     , 0         , 0         , 0         , 0         , 1         , 1.00855   , 6         , 15.2222   , 15.3611   
   18.900, 2506.25   , 23.3814   , 9.80392   , 30.3281   , 31.3359   , 973.086   , 982.109   , 488.672   , 973.086   , 0         , 37.5      , 0         , 0         , 0         , 0         , 1         , 0.992677  , 6         , 15.2778   , 15.4722   
   18.950, 2514.75   , 23.3814   , 9.41177   , 30.75     , 31.4766   , 973.086   , 982.109   , 494.219   , 973.086   , 0         , 38.25     , 0         , 0         , 0         , 0         , 1         , 0.978517  , 6         , 15.0278   , 15.1945   
   19.000, 2517.25   , 23.3814   , 9.41177   , 30.6563   , 31.5469   , 973.086   , 982.109   , 493.438   , 973.086   , 0         , 38.25     , 0         , 0         , 0         , 0         , 1         , 0.972414  , 6         , 15.0278   , 14.6945   
   19.050, 2508.75   , 23.3814   , 9.41177   , 30.7734   , 31.6406   , 973.086   , 982.109   , 494.297   , 973.086   , 0         , 38.25     , 0         , 0         , 0         , 0         , 1         , 0.971193  , 6         , 15        , 14.8333   
   19.100, 2525      , 23.3814   , 9.41177   , 30.9375   , 31.5938   , 973.125   , 982.109   , 496.953   , 973.125   , 0         , 39        , 0         , 0         , 0         , 0         , 1         , 0.968507  , 6         , 15        , 15.0556   
   19.150, 2522.25   , 23.3814   , 9.41177   , 30.9844   , 31.5703   , 973.125   , 982.109   , 497.461   , 973.125   , 0         , 39        , 0         , 0         , 0         , 0         , 1         , 0.967287  , 6         , 15        , 15.1389   
   19.200, 2514.5    , 23.3814   , 9.80392   , 31.3359   , 31.6641   , 973.164   , 982.109   , 501.68    , 973.164   , 0         , 38.25     , 0         , 0         , 0         , 0         , 1         , 0.981203  , 6         , 15.25     , 15.3611   
   19.250, 2528.75   , 23.3814   , 9.80392   , 31.2891   , 31.5938   , 973.164   , 982.109   , 501.328   , 973.164   , 0         , 39        , 0         , 0         , 0         , 0         , 1         , 0.995607  , 6         , 15.1667   , 14.6667   
   19.300, 2524.25   , 23.3814   , 9.80392   , 31.2891   , 31.5938   , 973.164   , 982.109   , 500.977   , 973.164   , 0         , 39        , 0         , 0         , 0         , 0         , 1         , 1.00366   , 6         , 15.1667   , 15.2222   
   19.350, 2525      , 23.3814   , 9.80392   , 31.2188   , 31.6172   , 973.164   , 982.109   , 500.313   , 973.164   , 0         , 39        , 0         , 0         , 0         , 0         , 1         , 1.00855   , 6         , 15.1945   , 15.1389   
   19.400, 2533.75   , 23.3814   , 9.80392   , 31.4063   , 31.5938   , 973.203   , 982.109   , 502.148   , 973.203   , 0         , 39        , 0         , 0         , 0         , 0         , 1         , 1.01148   , 6         , 15.2778   , 15.5      
